text,label,label_text,index
this clock is very small - check out the measurements very carefully before ordering.,0,not-counterfactual,2389
My daughter is head over hills for this pillowcase!,0,not-counterfactual,961
Unfortunately we had to return them because we have a Plasma TV and these aren't compatible.,0,not-counterfactual,4661
"This product did measurably increase the signal strength of all the broadcast stations over the signal strength without the booster in (the 270') line, but the increase was not dramatic, so during foul weather we still lose acceptable picture quality at times on some stations.",0,not-counterfactual,3454
"Very confused.....loved the fabric and colors were exactly what I was looking for....but no shelf-bra, which is the main reason I ordered this particular product!",0,not-counterfactual,2341
"It felt disjointed, hopping from one storyline to another, none of them really doing anything to move the story forward in any significant way.",0,not-counterfactual,4424
This will probably be the most books I read by one author so that says something about her!,0,not-counterfactual,1810
"Alternatively, I think that the manufactuer could have made all the features for all the channels the same and given the user a mechanism to turn the icing condition alarm on/off  I think that the only way that I found out about this nuance was because it was winter time when I bought the product and the icing condition alarm was going off at various times of the day and night.",1,counterfactual,265
"Very pretty frame - I liked it so much, I ordered another!",0,not-counterfactual,2598
I like this bottles and have no problem  with the droppers.,0,not-counterfactual,4154
"It still works as of now, and maybe this time I won't lose this cable!",0,not-counterfactual,1444
And it makes me sick the way some authors try to romanticize this subject and make it okay.,0,not-counterfactual,4371
Probably would have enjoyed more if I hadn't spent so much focus on tracking placement in the book.,1,counterfactual,4383
The mids being recessed are a valid criticism versus the DT880 and other headphones in the price range but I think that's due to poor amp/dac pairing or even the audio source.,0,not-counterfactual,1214
"""I used all twisted veins cables for this and I bought several different \kits\"""" which included different length HDMI cables and right angle connectors like this: http://amzn.com/B00FX6ST8G  2) Since these orient the HDMI ports vertically and you need to run a cable inside the wall, I decided to use right angle HDMI connectors to help relieve strain on the HDMI keystone port and cable.""""""",0,not-counterfactual,4449
There must be a lot of other older parents who ask for a table radio for Christmas.,0,not-counterfactual,2511
"Since I have not bought a bathing suit in years since I am not a swimmer , I perhaps should have gotten a half size bigger but I am only going back and forth in the pool so it is just fine.",1,counterfactual,3752
"I like the fact that they are intriguing, that he works with his ex-wife and shows that divorced people CAN be considerate of each other, work to make as little impact on the children involved are not traumatized, and that family really counts.",0,not-counterfactual,3741
I knew from previous reviews that there would be a lot of mormon doctrine in it.,0,not-counterfactual,4166
"The dress itself is reasonably well made except for the neckline, which in unfinished and very roughly cut - you can see the jagged edge where it has been cut by hand (not too carefully) and the neckline is also not completely symmetrical.",0,not-counterfactual,3725
"If not for the sizing issue, It would be a solid 5 stars for me...",1,counterfactual,2872
Looks sturdier than  many cables a lot more expensive.,0,not-counterfactual,336
I love it and it's exactly the size that I wanted!,0,not-counterfactual,2838
She has a knack for weaving all the situations and characters of a plot into one great ending.,0,not-counterfactual,2025
"In addition, they are comfortable thanks to the exact fit the molding process provides.",0,not-counterfactual,973
I couldn't put this book down..a must read.,0,not-counterfactual,2324
"I will say the bodice is a pinch tight, any my daughter is a very petite 6 yo, normally wears 5t or 6 with room, but otherwise fits perfectly.",0,not-counterfactual,3126
"This was a gift to a family member who is an avid reader of this author, so I can't comment.",0,not-counterfactual,1811
"For me, I just did the rubberband trick with my jean button to extend the waist and wore a longer cami under my shirts to cover it.",0,not-counterfactual,3635
I use this all the time - don't know what I would do without it.,0,not-counterfactual,2429
"So, I tried them on my own machine first.",0,not-counterfactual,4597
In the end he found out the those girls would not do that time with him are be true like he knew Paris would.,0,not-counterfactual,3801
the calves are a little tight but I normally wear boots.,0,not-counterfactual,4137
"This top is a huge disappointment to me; I thought it was brown and beige instead of black and beige, the fit is not as expected and the smell is downright awful even after washing several times and using fabric softener.",0,not-counterfactual,4970
"It was a little smaller than I expected, but it looks exactly like the picture!",0,not-counterfactual,142
"However, even though it doesn't fully cover me, it still supports me and wow, no under wire.",0,not-counterfactual,2607
This shirt was exactly what I was looking for!,0,not-counterfactual,180
They don't come with sand but that's easily purchased at any hobby store.,0,not-counterfactual,2517
"Love the neck and also, it's very soft and flowy!",0,not-counterfactual,4745
"I bought this hat for my brother for Christmas because he wanted a winter hat with flaps that covered his ears, and he absolutely loved it!",0,not-counterfactual,2866
It would have been helpful to have the number of rings per bag in the description--I had to go to customer reviews for this information.,1,counterfactual,982
We will be ordering more when he wears these out.,0,not-counterfactual,540
"Instead of being as pictured, there's a narrow strip of glass about an inch wide across the middle of the lens.",0,not-counterfactual,708
It was some elements that I personally could have did without but that's just my opinion.,1,counterfactual,2058
I wanted an oil that made me smell like I fell in a rose bush and laid there for hours.,0,not-counterfactual,1736
I wanted a organic mattress with no off gassing or chemicals for my son and this fit the bill perfectly.,0,not-counterfactual,2456
It took 3 pregnancies to find a bra that doesn't look like an old lady bra.,0,not-counterfactual,2555
My grandsons and son are going to love these!!!,0,not-counterfactual,1675
"The administration does not always support these efforts as well as we would like, but thanks to those on the ground who genuinely care, some are helped and lives are changed.",0,not-counterfactual,2731
This holds a charge over 3-4 times as long as others.,0,not-counterfactual,4229
I've have bought all sorts of different ear bud headsets and they just don't stay put and I was constantly adjusting them during my ride.,0,not-counterfactual,659
I wouldn't have bought it if I knew it would be this heavy.,1,counterfactual,343
"You get what you pay for, and these linens are inexpensive.",0,not-counterfactual,2319
"In the end, it would have been better to have the more expensive, durable Disney World fan.",1,counterfactual,3003
This sticker is a great idea but it needs work.,0,not-counterfactual,673
"There is a LOT more sex than we are used to, and Eli is a tad too domineering for me.",0,not-counterfactual,349
Who says there aren't any second acts in American business?,0,not-counterfactual,704
"It has all of the necessary features that I want without all of the extra, seldom used features found on more expensive machines.",0,not-counterfactual,3159
This is a great resource for any parent who struggles with how to raise children who are good human beings/citizens and maintaining a loving relationship with them through the process--which should be all of us!,0,not-counterfactual,1177
"They got the job done, however they didn't soak up the paint quite so well and the paint took a long time to dry on them.",0,not-counterfactual,568
"You rate the product, not Amazon or the supplier here.",0,not-counterfactual,4585
This is what i was looking for to plug from a VCR to my TV,0,not-counterfactual,2917
Couldn't ask for a better subwoofer for the price.,0,not-counterfactual,4974
I've also put a LOT of pictures and music on them!,0,not-counterfactual,2733
If you haven't read his series of Joe Pickett I envy you because you have hours and hours of pleasure ahead of you.,1,counterfactual,1517
"Is beautifully made, fit perfectly and came exactly as displayed in the picture.",0,not-counterfactual,4702
"""But in Chapter 7, in the section \The Source of the Vision: Ancient Models of Apocalyptic History,\"""" Buttsworth abandons the use of his previous \""""scientific\"""" research, study and analysis and swallows exactly the same kind of \""""fantasy\"""" version of writers, their worldview and sources that he has been criticizing.""""""",0,not-counterfactual,3843
"Anyway afterwards we find out Ultron has apparently beaten the snot out of all the Avengers and only a few remain such as crappy Spider Man, Captain America who is essentially crying in the corner holding pieces of his shield, Hawk Eye, Iron Man without his suit, Wolverine, some members of the Fantastic Four.",0,not-counterfactual,3491
"It looks totally hot, but It won't stay on.",0,not-counterfactual,286
Gym bag does not go in car without them.,0,not-counterfactual,4411
I won't leave the US without it again.,0,not-counterfactual,1400
"The reason I did not like them is that the size is really weird, they are kind of short... so the waist hardly goes up from the hips.",0,not-counterfactual,3807
"We paid a few more dollars for the fabric liner and it is well worth it, in my opinion.",0,not-counterfactual,1622
I never know what metal I might be working with and this assortment makes it easy to have the right color of crimp available at the time it's needed ...and I don't have to go to my cabinets.,0,not-counterfactual,2300
"""It is super important that you take it out of the wrapping and \fluff\"""" it prior to using it.""""""",0,not-counterfactual,4628
Packaging could have been better as the feather got a little smashed on one side.,1,counterfactual,4659
"We haven't hit the dog days of summer yet, but it's been warm enough to use this 14,000 BTU air conditioner.",0,not-counterfactual,2195
I guess it depends on how you use it.,0,not-counterfactual,4539
I don't think changing the direction of the hanger would hold up to many changes without breaking off.,0,not-counterfactual,2880
They didn't stick as good as I thought but you can always put a little glue to secure.,0,not-counterfactual,387
"The answer is: Heal yourself, just like people have done in the past, but now you can benefit from modern-day knowledge.",0,not-counterfactual,191
"I wear a size 8 - 9 shoe depending on brand, and I find these socks slightly too big.",0,not-counterfactual,4969
They do not have a blu-ray logo on them which is what I wanted and what they advertise.,0,not-counterfactual,1747
"However, I think it would be better if you read her books in order as the stories kind of build on each other.",1,counterfactual,3351
(which has horrible speakers) To all the complainers I say that if you paid under $20 you got your money's worth.,0,not-counterfactual,4440
She's not happy with Zack going but knows he must.,0,not-counterfactual,325
Good insight to the game if you've never played.,0,not-counterfactual,4372
"""You won't hear \\\\\stupid is as stupid does,\\\\\"""" \\\\\""""life is like a box of chocolates,\\\\\"""" or all of the magical shrimp cuisine options, but you'll probably laugh and enjoy yourself anyway!""""""",0,not-counterfactual,1835
I am very happy with this item and it seems to be durable enough as well without being intrusive on the feel of the bed.,0,not-counterfactual,474
Bank and Gaza city of thompson falls in love with your kindle fire and rescue plan for the most important thing is the kindle fire department for sure to check it out for sure to use none of them,0,not-counterfactual,3025
My spouse encouraged me to keep pushing ahead in the book and it was the right thing to do.,0,not-counterfactual,4713
"He is self-published and you can tell it by the editing but if he had more support on that end he would rank in the same category of John Sanford, interesting plots, intrigueing stories, good characters and good details.",0,not-counterfactual,504
"Hard to get on, impossible to get off without assistance.",0,not-counterfactual,3284
I turned on the tablet and tuned to tunein internet radio and let the speakers play.,0,not-counterfactual,126
"However, my main problem is that there are no pictures.",0,not-counterfactual,4981
"Age over sixty, I wish I'd read this book forty years ago.",1,counterfactual,2206
the paper inside the speaker should be allowed to be broken in with softer sounds or at least lower volumes.,1,counterfactual,3935
I especially like the RF signal from the Simple Remote that is supplied ... allowing you to totally forget to aim your remote and concentrate on what button you're pushing.,0,not-counterfactual,881
i wish the storage compartment was a little bigger and opened up instead of slidding on and off.,1,counterfactual,3940
"All said, it was a most enjoyable read that made me wish the story was longer; and it makes me wish to read more by Elizabeth Gaskell.",0,not-counterfactual,3072
I would have given a zero star if it was possible.,1,counterfactual,292
This book got to my heart and made me realize that I need to strive for this kind of relationship with my husband.,0,not-counterfactual,931
"Since I bought this case for my daughter, both her sun and prescription glasses fit just right, (note, no extra room to spare) and the pink color is pretty so it worked out for us (hence 4 stars).",0,not-counterfactual,2747
"For someone like myself, with some physical limitations, this has been a great help in keeping my house tidy without straining myself doing it!",0,not-counterfactual,3617
I just wish it was available in a larger size!!,1,counterfactual,598
I got the above product because I have become so lazy that changing a CD is too much work for me.,0,not-counterfactual,2535
This book has a lot of action when the MC is trying to protect Mace from someone they never expected to hurt her.,0,not-counterfactual,2266
"I received this HDMI cable, which is really just a second cable for my Dish Box as I wanted to switch my current Monster HDMI cable to my PS3.",0,not-counterfactual,1713
I am changing my kitchen colors and I thought these were awesome.,0,not-counterfactual,3264
"I did manage to vacuum it every week after that, but it must've clogged up again on me because the loud noise started again.",0,not-counterfactual,1039
You will love this book if you like a lot of action in a book.,0,not-counterfactual,2856
"Hate when I finish a good series / or book, finding the next can be a crap shoot, so I tried to savor this series, but couldn't slow down!",0,not-counterfactual,418
"It is not easy with my type of drain to use the twirl handle, but I bounce it along the sides of the pipe and get a disgusting amount of hair out.",0,not-counterfactual,1628
"I do warn you that when I'm nice and toasty, I do not get very much work done and tend to want a nap...but for the item at hand...job well done!",0,not-counterfactual,4241
This is first bluetooth that I own that can pair two phones and it has worked good.,0,not-counterfactual,4921
SIT BACK AND RELAX WITH THIS BOOK AND A GLASS OF WINE.,0,not-counterfactual,2128
I wear a size 34 and that's what I order but it didn't fit.,0,not-counterfactual,1187
"I ordered a Extra Large because I saw it runs a bit small, and I'm glad I did, I usualy take a Large, but took the hint , it is a snug fit, but perfect!",0,not-counterfactual,901
"This book was a Good read and after I started reading it, I couldn't put it down until the end!",0,not-counterfactual,3737
These are nicely made -- and they stay up.,0,not-counterfactual,4016
"I’d much wished she’d offed her father (Reverend Craig) when she had the chance… *disappointed face*  Part 5, something akin to Part 4, stars Matthew Risman as the introductory narrator.",1,counterfactual,2323
"Aside from that fact, the sound quality is decent and it does a good job of staying in your ears... but only if you secure the wire so it doesn't bounce.",0,not-counterfactual,1291
The story kept me coming back I enjoyed reading this book including history facts I didn't know I also like the characters and the way he made war very real for the reader no candy coating war.,0,not-counterfactual,4513
"It is nice and small, so it can easily be packed and attached to the Kindle or whatever tablet you may have and it really gives you a surround system.",0,not-counterfactual,3015
But when I looked at the packaging it said 6.5oz Hand poured candle instead of the 9oz as shown.,0,not-counterfactual,2696
"A little flimsy, but OK for the cost.",0,not-counterfactual,724
"I ordered a 14 (I would have normally ordered a 12) -- and the shorts are wonderfully comfortable, but not too stretched out even after a month of near-daily wear.",0,not-counterfactual,2427
But because I tend to leave the multimeter on 24/7 I went with rechargeable to save on batteries.,0,not-counterfactual,1678
The perfect amount of stretch and very true to size.,0,not-counterfactual,3871
The color is just as described and completes the look.,0,not-counterfactual,2012
"This was an easy read, that made me not to want to put it down until the end was reached, am looking forward to subsequent novels.",0,not-counterfactual,184
"So i bit the bullet, and bought 2 of those, but it was relative easy to remove the stuffing from those.",0,not-counterfactual,3605
This one was highly rated but my experience has been poor.,0,not-counterfactual,3555
I'm a larger woman (I wear these in a 7) and the cut is very flattering on a fuller figure.,0,not-counterfactual,1141
They work great and are exactly what I needed.,0,not-counterfactual,2013
Can't say that I hate them just not happy with the no smell.,0,not-counterfactual,1416
#NAME?,0,not-counterfactual,2532
My husband wont wear anything else so they must be good.,0,not-counterfactual,3714
This product works exactly as needed and is compatible with the Dolby digital output on my TV.,0,not-counterfactual,1048
It seem ok but I which I could get about 20% volume out of it.,1,counterfactual,2588
"This is an adequate storage option, but as I was assembling some of the white paint did chip off because the plastic connectors fit really tight and they were a little awkward to fit together without chipping the paint.",0,not-counterfactual,3829
"Its very sexy and snug, and short...so now I'll be busting my *ss at the gym until I can wear it and not worry about my muffin.",0,not-counterfactual,1563
It was priced at 1/2 of what it would have been at a local shop.,1,counterfactual,65
"With all the get-rich-quick schemes out there that make you feel like you're missing out on some incredible opportunity to make it big, Dave comes along and gives practical advise that is attainable even for the financially illiterate.",0,not-counterfactual,3404
I ordered multiple items for these and they worked great!,0,not-counterfactual,60
This book was a great start to a new series!,0,not-counterfactual,3158
Another thing is if you want it to be VERY loud it isn't going to sound good.,0,not-counterfactual,4234
A few months into the daily use of this wallet has led me to the conclusion that it doesn't hold my cards well enough.,0,not-counterfactual,2800
I just couldn't put it down.. till my kindle died and I had to..,0,not-counterfactual,2904
This book should be read in high school and all adults!,1,counterfactual,4783
"I won't lie, I was incredibly upset and cried.",0,not-counterfactual,2246
Our office floors are very cold because they are over a parking garage so we thought this heated mat would help.,0,not-counterfactual,156
This is why I measured myself before placing this order because possibly Fruit of the Loom has different guidelines and I didn't want to have the same issue.,0,not-counterfactual,3905
"It was the T-shirt I was expecting, fit perfect to my 7 years old boy",0,not-counterfactual,511
"With this fix, I can recommend the Ultimate One and Ultimate Home remotes.at the firmware update would be available in a couple of days.",0,not-counterfactual,2892
"The ending came on a little fast and could have been a little more through, but even still I thought it was good.",1,counterfactual,256
"It is lightweight, hooks onto anything where you would otherwise put a regular hanger, and holds the ties securely and without fuss.",0,not-counterfactual,1456
A bit small on the compartment holders and it rusts easily.,0,not-counterfactual,2395
Wish I ordered two while they were priced in the lightning deals!,1,counterfactual,602
I have the larger version in my home and needed one for my office where there is no outside ventilation.,0,not-counterfactual,877
I keep playing a game or watching television and somebody could use my computer although it's split screen it would turn to that channel and I would no longer watching TV automatically there's no way to changes so you have to do it manually,0,not-counterfactual,2356
Well one of the batteries was no good at all.had a dent in the side of the battery so it wouldn't even fit in my light.,0,not-counterfactual,2662
One thing I'm not sure of is how that ribbon is supposed to look.,0,not-counterfactual,3037
"The Bluetooth function just died, and none of our computers can see it.",0,not-counterfactual,2823
"If I were to do it all over again, I would have gotten a Sony player!!",1,counterfactual,2969
"In the grand scheme of things, I think it could use some improvements in quality and durability, but this is identical to the one that came with the fridge, so I guess it is the best I can get!",0,not-counterfactual,3486
Awesome product and a good buy in my opinion.,0,not-counterfactual,3644
"However, when I'm home or in my office, I prefer the Supertooth because of its much better sound quality.",0,not-counterfactual,919
and I think the white would be nice to have as well.,0,not-counterfactual,679
It took some adjusting but the tree fit - I just  don't know how long the bag is going to last because of the weight.,0,not-counterfactual,3144
That earlier model must be better than perfect because this little guy comes super close to perfection itself!,0,not-counterfactual,520
"I'll keep it around just in case, but it won't be in my daily use.",0,not-counterfactual,1841
"Love the book but I felt as if it should have been the first book in the series,on to book three.",1,counterfactual,2039
"I can't remember having such good customer service, particularly with a sub $100 product.",0,not-counterfactual,4752
"Really enjoyed the story line and feel there were enough scenarios left untied for another book, which would be great.",0,not-counterfactual,2590
It doesn't take anytime to peel a orange & these peelers make it so easy.,0,not-counterfactual,2621
This was my first book by Paige Elliston and I plan to read more of her books.,0,not-counterfactual,2842
I bought this wallet because it was cheap so i tried it out... its pretty good... it hasnt fell apart so its good for the price... it works and does its job..,0,not-counterfactual,2679
It's not dreadlocks like it shows in the picture .,0,not-counterfactual,742
"The size of the pillow is great, your pillowcases won't swallow it up.",0,not-counterfactual,2346
"I used  Vaultz A to Z CD and DVD Storage File Guides, 26 Guides per Box, Black  with these CD DVD White Paper Sleeves with Clear Window 1000 Pack and the whole filing system turned out to be exactly what I needed and wanted.",0,not-counterfactual,31
It does not just talk about the theory behind the topic but offers simple steps to exercise the principles and become a happier more content and productive  person both in your private as well as your professional life.,0,not-counterfactual,3372
I thought it should have used more of esp or visions angle and mentioned at the end whether or not if he still had the visions.,1,counterfactual,3788
The pictures doesn't begin to do it justice.,0,not-counterfactual,1450
"I couldn't get over not having them and I didn't wanted to try something else, so I bought the same ones again.",0,not-counterfactual,4349
I wish they had plush or other products of this design.,1,counterfactual,4034
"Directions werent exactly stellar, but it was fine without clear ones.",0,not-counterfactual,2956
A larger size would have been too big through the hips.,1,counterfactual,2821
I wanted a loose slouch style hat but I received a knit beret.,0,not-counterfactual,1738
i would give it no stars if that were possible.,1,counterfactual,4429
Seems nice until I noticed some of the squares had less fill and some were all bunched up and I couldn't smooth out to make look right.,0,not-counterfactual,2534
"For over 30 years I have been using olive oil on my body after I shower,then I heard about the wonders of coconut oil,while I attempted with the hard as lard,which takes a while to melt in your hand upon warming,it lacks sinking quickly into the skin and leaves a oily mess on the skin which then gets on clothes.",0,not-counterfactual,379
Our landlord is a dick and would have undoubtedly charged us for the handful of crappy blinds that were flimsy and broke easily.,1,counterfactual,849
Would like a continuation involving the children of the main characters.,0,not-counterfactual,2043
"I just think a different, more interesting rationale for the shooting could have been provided.",0,not-counterfactual,4435
I couldn't wait to read this book and it totally lived up to my expectations!,0,not-counterfactual,921
The only complaint I would have is some of the characters on the dress had really weird faces that they don't usually make and some of the characters color was not right like Finn was all white but I can look past thoughts small mistakes easily.,0,not-counterfactual,261
also festival hands hooks didn't have much of a throat area (the area you hook the yarn with).,0,not-counterfactual,4423
But i could see that it would be cute if it were the correct size.,1,counterfactual,4344
It's a huge disappointment that Sonos doesn't offer AirPlay support.,0,not-counterfactual,4927
"That's also why I WANT the bookshelf pair to go with the system -- that would give me real stereo, if the speakers can be put in stereo mode as L or R, and would let me fill in the midtones just based on the size of the speakers.",0,not-counterfactual,1771
"The characters, Gia and Ms. Whitley, were easy to relate to and understand.",0,not-counterfactual,2347
"The cord stays out of the way, which is a nice feature.",0,not-counterfactual,2870
The pad is very cool when you get into bed at first but can warm up also by 4 am but not nearly as bad as it was without it.,0,not-counterfactual,1223
wish the lining was cotton.getting a lot of poly balls,0,not-counterfactual,1386
It works great if you don't have a lot of bathroom space.,0,not-counterfactual,1424
I'm kinda fussy so it might have taken less time but I wanted everything level and square.,0,not-counterfactual,884
"I thought to myself I can always send it back, it was .15 cents, and 4.98 shipping.",0,not-counterfactual,3762
I feel like there is a whole segment missing.,0,not-counterfactual,291
5 out of the 6 plugs are bent inside so I can't plug in any plug that has a ground.,0,not-counterfactual,1260
"My daughter just turned 3mo and is on the small side (about 11.5 lbs) and the diaper fits perfectly, but I'm sure she'll out grow it well before 6mo and if you have a bigger baby I'd be afraid it would be too small.",0,not-counterfactual,1602
really an outstanding start for a new seriesI was beginning to wonder when we would hear from Miss Hobbs her stories have such a fantastic tale to tell can't wait for the next.,0,not-counterfactual,3943
"They are a tight fit, so only consider these if you are slender.",0,not-counterfactual,3961
I would have no hesitation in recommending this book and I'm looking forward to reading more from Shelly Thacker.,0,not-counterfactual,4270
But I will not buy another Sonos unit because of this.,0,not-counterfactual,157
It does a great job on carpet and hardwood floors and I love the little beater brush attachment for stairs.The extra attachments are secured in a holder on the handle for easy access.,0,not-counterfactual,2126
Now we can change from TV to DVD without using the controls on the back of the TV which was annoying and inconvenient.,0,not-counterfactual,1385
"He had a belt already, so I simply changed the buckles.",0,not-counterfactual,3929
While my issue may not happen to someone else I just wanted to let others know of what happened with mine.,0,not-counterfactual,1936
"For reasons I can't figure out, the white compression shirts last much longer than the black ones.",0,not-counterfactual,4758
I was ready to give up on my cloth diapers because of the horrible ammonia smell.,0,not-counterfactual,1967
This time I won't wait so long to read it!,0,not-counterfactual,710
But I don't talk on the phone much when I'm working out so it really doesn't matter.,0,not-counterfactual,4477
Waiting for next book - new author I would recommend to all.,0,not-counterfactual,1107
If I had ordered a 2X I don't think the sleeves would have fit but the rest of the jacket is fairly roomy which is alright.,1,counterfactual,3243
This little hat is a very nice material and when I put it on it doesn't feel heavy at all like some hats do.,0,not-counterfactual,3510
Loved the book and loved Lisa's writing style.,0,not-counterfactual,3759
I bought this for my 15 year old son and he loved it!,0,not-counterfactual,4720
Excellent book can't wait to read the next one in the series very excited.,0,not-counterfactual,4407
"It has so many useful story writing techniques, I emptied a highlighter into its pages.",0,not-counterfactual,2497
However it would have cost over $7.00 to return them so I am going to keep them but won't buyfrom you again.,1,counterfactual,4989
Does not perform anywhere near what a real streamlight battery does.,0,not-counterfactual,479
"As this was the last one for sale, I'm going to live with them...they are pretty for the price",0,not-counterfactual,4864
"Although I posted a Seller Review separately, suffice it to say I won't be ordering from this company again, as they didn't specify that Free Shipping meant ships from China.",0,not-counterfactual,1222
bought for a first date and guy couldn't take his eyes off me now going on date #10 lol,0,not-counterfactual,758
"But if you can get over that, you will find that these are the best headphones for under $50.",0,not-counterfactual,3863
This is the first iron I've bought WITHOUT a teflon-coated sole plate.,0,not-counterfactual,1757
This book betrays  black females as nothing more than gold digging  idiots...  all the women in this book lack proper Grammer.,0,not-counterfactual,4740
"""If you are a \sex in the city\"""" type of woman--this piece is a must""""""",0,not-counterfactual,131
"When I would sit down to read this book, I only intended to for a set time as I had other stuff to do.",0,not-counterfactual,3125
I didn't have any problems with it falling off and I loved that is adjustable!,0,not-counterfactual,4918
"The bend isn't in a great place, so the backing could be stronger.",0,not-counterfactual,2776
"Very happy with these-- doesn't make my feet overly sweaty, either.",0,not-counterfactual,1314
"I recived the wrong cable, a micro usb charger.",0,not-counterfactual,3453
You have to go by the sizes listed in the description though.,0,not-counterfactual,2194
I just wanted to keep on reading until my eyes could no longer open!,0,not-counterfactual,3979
You jewelry will take less space when you store that without this organizer.,0,not-counterfactual,2326
Tarnished after one wear and it doesn't hold or stay in place.,0,not-counterfactual,1497
"If there is a way to do this, I haven't figured it out yet.",0,not-counterfactual,2447
"I would have given this costume 5 stars if it wasnt for the extremely small, cheesy velcro strips that bind the back of it.",1,counterfactual,1425
"This book is darker than book one, as their relationship takes a hit & Violet must regain Rhys trust.",0,not-counterfactual,1196
Griffin writes informatively about legal situations without GEE WHIZ!,0,not-counterfactual,3765
Lots of compliments about the album cover that came with the record.,0,not-counterfactual,545
"While Cash doesn't actually journey through Hell, she might as well have.",0,not-counterfactual,2008
I am so happy there is another of these!!,0,not-counterfactual,4530
"This dress is a bit big on me, but I think because I am not busty.",0,not-counterfactual,2217
I got this one instead of the other cover with lines instead of diamonds for the appearance factor.,0,not-counterfactual,3734
"I BOUGHT THIS FOR MY 2 GRANDKIDS, THEY REALLY LIKED IT.",0,not-counterfactual,1587
"I am THRILLED with this little heater and although it cost more than I wanted to spend, the heat output, the comforting sound and cozy fire display make this a perfect heater for me.",0,not-counterfactual,2029
So I went to the skullcandy website to see about warranty.,0,not-counterfactual,3934
"Love it, only problem was that I had to get the first one replaced due to it cutting off.",0,not-counterfactual,3846
"Unfortunately, it just doesn't sound good at the volume levels I need, and so I can't recommend it.",0,not-counterfactual,3948
Doesn't stick for long periods of time ...not even to clean tile  The holder otherwise is a nice shiny design,0,not-counterfactual,4292
The feel of the fabric isn't great either.,0,not-counterfactual,3082
You'll understand the fundamental forces of ideology that still drive our political evolution.,0,not-counterfactual,4051
"I don't love the look of chinstraps, but I can't actually walk down Chicago streets without this flying off my head.",0,not-counterfactual,513
"""what I mean is that most books and seminars teach you some things, let you \see what's going on\"""" but never give you the \""""entire recipe\""""... so they let  you hungry for more, because now you have a lot more questions than before... this does not happen with Pamella's book.""""""",0,not-counterfactual,2680
"I love The Notebook, so when I saw this quote I knew exactly where I wanted it to be in my home!",0,not-counterfactual,3109
It’s been awhile since I’ve read a fantasy novel like this—a young hero raised in ignorance of their true power leaving on a quest to defeat a great evil.,0,not-counterfactual,4447
I want a story that flows well with believable dialogue that doesn't  read like a ten year old wrote it.,0,not-counterfactual,2034
"I normally wear a small, so you can gauge your size to order from this info, hopefully.",0,not-counterfactual,1994
"""This story reveals a wonder \\\\\what if\\\\\"""" journey through the eyes of a elementary school teacher and a journalist attempting to comprehend potential possibilities from contact with the unknown.""""""",0,not-counterfactual,4228
"That's a good choice, I think, because it makes them more interesting.",0,not-counterfactual,4004
It wasn't as large as I thought it would be.,0,not-counterfactual,662
2) I wish the pillow was much fluffier.,1,counterfactual,732
"At a higher speed, that would be a problem.",0,not-counterfactual,2862
"There aren't really enough threads to convince me the lids are secure, especially on my pepper, so I usually keep one finger on the lid just in case.",0,not-counterfactual,254
Works just like I wanted it to but was just a little hard to assemble at first.,0,not-counterfactual,4113
Should have just bought one extra adult beverage and figured out another connection option.,1,counterfactual,4050
I was just hoping she would have a little room to grow.,0,not-counterfactual,314
She had no where in particular to wear it but I just wanted to send her something special.,0,not-counterfactual,2419
"Since then, we have bought many more from Amazon.",0,not-counterfactual,4178
"Paul doesn't much care, but at the same time he needs to make enough money to pay his mortgage.",0,not-counterfactual,2943
I understand that with the amount of pages there really wasn't room for the world building but I wish I understood more.,1,counterfactual,2756
They are a name brand and quality should be expected.,0,not-counterfactual,2091
This don't fit my peavey speaker that they said it would.,0,not-counterfactual,1637
The hamper is also very well made and will hold atleast 2 loads of laundry inside it easily.,0,not-counterfactual,148
"Easy to empty dust cup, without leaving a mess.",0,not-counterfactual,297
Good for someone who wants to save on cable and doesn't mind not having all the flashy channels.,0,not-counterfactual,2654
"I bought this jacket for my 45 years old mum, all the body fits well, but the sleeves are super long, so it looks pretty ugly on her,I am pretty sure she doesn't like this jacket",0,not-counterfactual,2941
These work best for sticking entry tags to the back of my artwork.,0,not-counterfactual,802
And who knew Thomas was so dangerous...this is a must read!!,0,not-counterfactual,1037
i have finally found  the tool that i need to make perfect wire loops.,0,not-counterfactual,2698
I've used them for over two hours of listening and still a good battery!!,0,not-counterfactual,3650
"Haven't had it very long, but am loving it so far.",0,not-counterfactual,3922
"While Becoming His Slave is a complete and vivid telling of Kat and Trenton’s story, there are surprisingly satisfying concomitant story lines that throw the doors to the lives and ways of The Dominion of Brothers wide open, inviting us into some compelling lives and the anticipation of what the future might hold for the remainder of The Brothers.",0,not-counterfactual,1598
I definitely can not wait to read the next book!,0,not-counterfactual,86
"It's not too bad, just need to readjust once in a while.",0,not-counterfactual,1541
"Although I love Rose,  she must,must,must go back to Joe.",0,not-counterfactual,4278
There were a few grammar mistakes nothing to take seriously... all in all I liked the book.,0,not-counterfactual,1844
"The characters are believable, like able, and inevitably, you find yourself completely engaged in their lives.",0,not-counterfactual,3967
Bought this in a large for my nephew who is on the thin side.,0,not-counterfactual,4909
It is easy to use my Android's screen through the plastic covering for the most part.,0,not-counterfactual,4728
We bought two pair in different shades and they are both just right.,0,not-counterfactual,3255
