Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 80 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. obsessive  [ID: 60655]
 ##### 
389. an engrossing and grim portrait of hookers : what they think of themselves and their clients  [ID: 26675]
 ##### 
390. marvelous documentary touches -- ever so gracefully -- on the entire history of the yiddish theater , both in america and israel .  [ID: 64277]
 ##### 
391. 's so simple and precise that anything discordant would topple the balance  [ID: 24642]
 ##### 
392. yeah , baby  [ID: 54840]
 ##### 
393. portrayals  [ID: 12771]
 ##### 
394. good action  [ID: 62132]
 ##### 
395. it is a kind , unapologetic , sweetheart of a movie , and  [ID: 15810]
 ##### 
396. i liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere  [ID: 60823]
 ##### 
397. romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong .  [ID: 36258]
 ##### 
398. pays off and is effective if you stick with it  [ID: 67003]
 ##### 
399. strives  [ID: 25252]
 ##### 
400. dreamed up such blatant and sickening product placement  [ID: 57664]
 ##### 
401. the movie too often spins its wheels with familiar situations and repetitive scenes  [ID: 53755]
 ##### 
402. sound like it was co-written by mattel executives and lobbyists for the tinsel industry  [ID: 11450]
 ##### 
403. it 's impossible to even categorize this as a smutty guilty pleasure .  [ID: 17388]
 ##### 
404. the first bond movie in ages that is n't fake fun .  [ID: 15155]
 ##### 
405. know how to suffer ' and if you see this film you 'll know too  [ID: 30963]
 ##### 
406. screams at the top of their lungs no matter what the situation .  [ID: 12727]
 ##### 
407. try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching .  [ID: 18252]
 ##### 
408. is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .  [ID: 30100]
 ##### 
409. burn the negative and the script and  [ID: 55579]
 ##### 
410. parable that loves its characters and communicates something rather beautiful about human nature  [ID: 8289]
 ##### 
411. rambling  [ID: 26237]
 ##### 
412. clever ways  [ID: 4612]
 ##### 
413. what i liked about it  [ID: 52940]
 ##### 
414. fincher takes no apparent joy in making movies  [ID: 23143]
 ##### 
415. by the time it 's done with us , mira nair 's new movie has its audience giddy with the delight of discovery  [ID: 58157]
 ##### 
416. a fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries .  [ID: 8873]
 ##### 
417. come with the warning  [ID: 49697]
 ##### 
418. get to see the one of the world 's best actors , daniel auteuil ,  [ID: 29537]
 ##### 
419. to cram too many ingredients into one small pot  [ID: 11050]
 ##### 
420. a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies  [ID: 47057]
 ##### 
421. painfully flat  [ID: 66826]
 ##### 
422. hollywood has taken quite a nosedive from alfred hitchcock 's imaginative flight to shyamalan 's self-important summer fluff .  [ID: 46002]
 ##### 
423. puzzle his most ardent fans  [ID: 14471]
 ##### 
424. rare quality  [ID: 25117]
 ##### 
425. he refuses to give us real situations and characters  [ID: 24275]
 ##### 
426. gaping enough to pilot  [ID: 43678]
 ##### 
427. a satisfying crime drama  [ID: 20491]
 ##### 
428. an art film  [ID: 56916]
 ##### 
429. a bad sign when they 're supposed to be having a collective heart attack  [ID: 35417]
 ##### 
430. want to slap it  [ID: 11493]
 ##### 
431. seduce and conquer  [ID: 14532]
 ##### 
432. the movie is too heady for children , and too preachy for adults .  [ID: 29151]
 ##### 
433. that there is no rest period , no timeout  [ID: 26881]
 ##### 
434. the film suffers from a simplistic narrative and a pat , fairy-tale conclusion .  [ID: 14350]
 ##### 
435. funny , touching , dramatically forceful , and beautifully shot  [ID: 31855]
 ##### 
436. for people who make movies and watch them  [ID: 28238]
 ##### 
437. what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion  [ID: 13187]
 ##### 
438. for a director i admire  [ID: 26159]
 ##### 
439. 's pleasant enough  [ID: 11914]
 ##### 
440. a dearth of vitality and a story that 's shapeless and uninflected  [ID: 29378]
 ##### 
441. succeeds in delivering a dramatic slap in the face that 's simultaneously painful and refreshing .  [ID: 42384]
 ##### 
442. is breathtaking  [ID: 12721]
 ##### 
443. certainly  [ID: 53508]
 ##### 
444. intelligence  [ID: 31092]
 ##### 
445. ambition but no sense of pride or shame  [ID: 5036]
 ##### 
446. forget  [ID: 8538]
 ##### 
447. relaxed in its perfect quiet pace and  [ID: 40685]
 ##### 
448. dumb drug jokes  [ID: 13525]
 ##### 
449. has some cute moments , funny scenes , and hits the target audience ( young bow wow fans ) - with nothing but net  [ID: 57463]
 ##### 
450. the most affecting depictions of a love affair  [ID: 1037]
 ##### 
451. the script becomes lifeless and falls apart like a cheap lawn chair .  [ID: 58557]
 ##### 
452. intriguing movie experiences  [ID: 60180]
 ##### 
453. as morose as teen pregnancy , rape and suspected murder  [ID: 12610]
 ##### 
454. 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern l.a. 's show-biz and media  [ID: 31605]
 ##### 
455. very valuable  [ID: 15971]
 ##### 
456. 's no palpable chemistry between lopez and male lead ralph fiennes  [ID: 46174]
 ##### 
457. indulges in the worst elements of all of them .  [ID: 50834]
 ##### 
458. is banal in its message and the choice of material  [ID: 30491]
 ##### 
459. drink to excess , piss on trees , b.s. one another  [ID: 40882]
 ##### 
460. upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of ( woo 's ) best work  [ID: 54267]
 ##### 
461. its essential problem  [ID: 13230]
 ##### 
462. hollow mockumentary  [ID: 11222]
 ##### 
463. it 's smooth and professional  [ID: 220]
 ##### 
464. a joyous communal festival of rhythm  [ID: 50079]
 ##### 
465. who sometimes feel more like literary conceits than flesh-and-blood humans  [ID: 30864]
 ##### 
466. another smash  [ID: 48884]
 ##### 
467. idiotically uses the website feardotcom.com or the improperly hammy performance from poor stephen rea  [ID: 25069]
 ##### 
468. with nothing but a savage garden music video on his resume , he has no clue about making a movie  [ID: 46143]
 ##### 
469. as its own most damning censure  [ID: 47455]
 ##### 
470. decides whether it wants to be a black comedy , drama , melodrama or some combination of the three .  [ID: 8428]
 ##### 
471. less an examination of neo-nazism than a probe into the nature of faith itself  [ID: 44486]
 ##### 
472. all-powerful ,  [ID: 33607]
 ##### 
473. is a rancorous curiosity : a movie without an apparent audience  [ID: 62533]
 ##### 
474. this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree  [ID: 59350]
 ##### 
475. is no denying the power of polanski 's film  [ID: 30057]
 ##### 
476. are tantamount to insulting the intelligence of anyone who has n't been living under a rock ( since sept. 11 )  [ID: 59662]
 ##### 
477. more frustrating  [ID: 1195]
 ##### 
478. robotically italicized  [ID: 3883]
 ##### 
479. an intriguing story of maternal instincts and misguided acts of affection  [ID: 25796]
 ##### 
480. the movie as a whole is cheap junk and an insult to their death-defying efforts  [ID: 14133]
 ##### 
481. time out is as serious as a pink slip .  [ID: 33112]
 ##### 
482. without resorting to camp or parody  [ID: 23412]
 ##### 
483. having to inhale this gutter romancer 's secondhand material  [ID: 62644]
 ##### 
484. rehashes several old themes and is capped with pointless extremes  [ID: 60470]
 ##### 
485. sexual relationship  [ID: 36829]
 ##### 
486. some strong performances  [ID: 17842]
 ##### 
487. reek of a script  [ID: 1356]
 ##### 
488. the pantheon of wreckage that includes battlefield earth and showgirls  [ID: 39731]
 ##### 
489. 's plenty to enjoy -- in no small part thanks to lau .  [ID: 54461]
 ##### 
490. largely flat and uncreative moments  [ID: 9058]
 ##### 
491. , an actor this uncharismatically beautiful would have a résumé loaded with credits like `` girl in bar # 3 . ''  [ID: 14330]
 ##### 
492. nothing happens , and it happens to flat characters  [ID: 16853]
 ##### 
493. cliché-laden  [ID: 38378]
 ##### 
494. an annoying orgy of excess and exploitation  [ID: 15464]
 ##### 
495. is lacking  [ID: 23168]
 ##### 
496. everywhere  [ID: 7604]
 ##### 
497. makes it a party worth attending  [ID: 65324]
 ##### 
498. the kind of sweet-and-sour insider movie that film buffs will eat up like so much gelati .  [ID: 60021]
 ##### 
499. relatively nothing happens  [ID: 10887]
 ##### 
500. interesting cinematic devices ( cool visual backmasking ) , a solid cast , and  [ID: 10657]
 ##### 
501. everyone involved with moviemaking is a con artist and a liar  [ID: 40385]
 ##### 
502. laughing in the crowd  [ID: 34236]
 ##### 
503. nothing we have n't seen before from murphy  [ID: 9260]
 ##### 
504. savage full-bodied wit  [ID: 44280]
 ##### 
505. of bright young men -- promising , talented , charismatic and tragically  [ID: 18786]
 ##### 
506. choke  [ID: 63139]
 ##### 
507. , ludicrous , provocative and vainglorious  [ID: 37809]
 ##### 
508. bale reduced mainly to batting his sensitive eyelids  [ID: 60879]
 ##### 
509. there 's no point in extracting the bare bones of byatt 's plot for purposes of bland hollywood romance .  [ID: 16032]
 ##### 
510. no point in extracting the bare bones of byatt 's plot for purposes of bland hollywood romance  [ID: 59017]
 ##### 
511. remains as guarded as a virgin with a chastity belt  [ID: 22411]
 ##### 
512. tired old  [ID: 12485]
 ##### 
513. depress you about life itself  [ID: 16535]
 ##### 
514. interesting as a character study is the fact that the story is told from paul 's perspective  [ID: 17557]
 ##### 
515. holiday box office pie  [ID: 61034]
 ##### 
516. part of the charm of satin rouge  [ID: 14210]
 ##### 
517. are far more alienating than involving .  [ID: 22244]
 ##### 
518. ` they do n't make movies like they used to anymore  [ID: 63389]
 ##### 
519. 've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .  [ID: 847]
 ##### 
520. laudable  [ID: 36783]
 ##### 
521. a prolific director  [ID: 50005]
 ##### 
522. ... expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .  [ID: 58906]
 ##### 
523. one of the most plain , unimaginative romantic comedies i  [ID: 18735]
 ##### 
524. ( gulpilil ) is a commanding screen presence , and  [ID: 48925]
 ##### 
525. a glib but bouncy bit of sixties-style slickness in which the hero might wind up  [ID: 49849]
 ##### 
526. a story that 's shapeless and uninflected  [ID: 44447]
 ##### 
527. hedonistic  [ID: 12015]
 ##### 
528. spot  [ID: 9056]
 ##### 
529. shoddy male hip hop fantasy  [ID: 1201]
 ##### 
530. rife with the rueful , wry humor springing out of yiddish culture and language  [ID: 25406]
 ##### 
531. at-a-frat-party school of screenwriting  [ID: 62737]
 ##### 
532. 'd rather watch them on the animal planet  [ID: 56377]
 ##### 
533. drunken  [ID: 7641]
 ##### 
534. he 's the best brush in the business  [ID: 41139]
 ##### 
535. supplies with tremendous skill  [ID: 65891]
 ##### 
536. the feature-length stretch ... strains the show 's concept  [ID: 50569]
 ##### 
537. a different movie -- sometimes tedious --  [ID: 17969]
 ##### 
538. 's just rather leaden and dull .  [ID: 22990]
 ##### 
539. there are n't too many films that can be as simultaneously funny , offbeat and heartwarming ( without a thick shmear of the goo , at least ) ,  [ID: 9054]
 ##### 
540. realized through clever makeup design ,  [ID: 29079]
 ##### 
541. is that there is nothing in it to engage children emotionally .  [ID: 52681]
 ##### 
542. , shafer and co-writer gregory hinton lack a strong-minded viewpoint , or a sense of humor .  [ID: 29566]
 ##### 
543. the best brush in the business  [ID: 6355]
 ##### 
544. maid in manhattan proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies .  [ID: 25281]
 ##### 
545. the movie is certainly easy to watch .  [ID: 63679]
 ##### 
546. a fierce dance  [ID: 955]
 ##### 
547. an uncomfortable movie , suffocating and sometimes almost senseless ,  [ID: 35533]
 ##### 
548. advancing  [ID: 13868]
 ##### 
549. more fascinating -- being real -- than anything seen on jerry springer  [ID: 58947]
 ##### 
550. a pleasant and engaging enough  [ID: 31996]
 ##### 
551. very touching  [ID: 31262]
 ##### 
552. fleshed-out enough to build any interest  [ID: 5721]
 ##### 
553. a bid to hold our attention  [ID: 15042]
 ##### 
554. evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean  [ID: 51612]
 ##### 
555. taking the effort to share his impressions of life and loss and time and art with us  [ID: 46281]
 ##### 
556. , e.t. is carried less by wow factors than by its funny , moving yarn that holds up well after two decades .  [ID: 66878]
 ##### 
557. farrelly brothers-style , down-and-dirty laugher  [ID: 26305]
 ##### 
558. as bad as you think , and  [ID: 37222]
 ##### 
559. the strange horror  [ID: 2629]
 ##### 
560. instead of a balanced film that explains the zeitgeist that is the x games , we get a cinematic postcard that 's superficial and unrealized .  [ID: 15728]
 ##### 
561. often watchable , though goofy and lurid ,  [ID: 44115]
 ##### 
562. by characters who are nearly impossible to care about  [ID: 14366]
 ##### 
563. monumental  [ID: 46617]
 ##### 
564. chilling and heart-warming  [ID: 23556]
 ##### 
565. war movies  [ID: 506]
 ##### 
566. sure to raise audience 's spirits and leave them singing long after the credits roll  [ID: 30906]
 ##### 
567. both lead performances are oscar-size .  [ID: 61354]
 ##### 
568. if a big musical number like ` praise the lord , he 's the god of second chances ' does n't put you off  [ID: 2415]
 ##### 
569. express warmth and longing  [ID: 51764]
 ##### 
570. pilot episode  [ID: 56864]
 ##### 
571. 's smooth and professional  [ID: 66631]
 ##### 
572. makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality  [ID: 13544]
 ##### 
573. incredible subtlety and acumen  [ID: 5325]
 ##### 
574. the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon/bourne or his predicament  [ID: 49476]
 ##### 
575. scratch for a lesson in scratching  [ID: 60834]
 ##### 
576. intriguing bit  [ID: 37951]
 ##### 
577. a deeply humanistic artist  [ID: 64977]
 ##### 
578. whose derring-do puts the x into the games  [ID: 8182]
 ##### 
579. an authentically vague , but ultimately purposeless , study in total pandemonium .  [ID: 42071]
 ##### 
580. squarely fills the screen .  [ID: 43044]
 ##### 
581. a satisfying complete picture of this particular , anciently demanding métier  [ID: 28256]
 ##### 
582. a much more successful translation than its most famous previous film adaptation , writer-director anthony friedman 's similarly updated 1970 british production .  [ID: 46544]
 ##### 
583. the following things are not at all entertaining  [ID: 57321]
 ##### 
584. seldom hammy  [ID: 65008]
 ##### 
585. the excesses of writer-director roger avary  [ID: 29118]
 ##### 
586. strong cast and surehanded direction  [ID: 21722]
 ##### 
587. that 's apparently just what ( aniston ) has always needed to grow into a movie career  [ID: 29766]
 ##### 
588. one bright shining star  [ID: 57032]
 ##### 
589. a true study ,  [ID: 63064]
 ##### 
590. these women 's  [ID: 33876]
 ##### 
591. sleazy moralizing  [ID: 18868]
 ##### 
592. kudos to the most enchanting film of the year  [ID: 32544]
 ##### 
593. version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip  [ID: 48432]
 ##### 
594. itself is ultimately quite unengaging .  [ID: 16359]
 ##### 
595. a brilliant movie  [ID: 24951]
 ##### 
596. deserve a passing grade ( even on a curve )  [ID: 41382]
 ##### 
597. not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .  [ID: 46992]
 ##### 
598. of unbridled greed and materalism  [ID: 65256]
 ##### 
599. the beauty and power of the opera  [ID: 16146]
 ##### 
600. deeply pessimistic  [ID: 22186]
 ##### 
601. does the field no favors  [ID: 58480]
 ##### 
602. it appears not to have been edited at all  [ID: 18885]
 ##### 
603. of the long list of renegade-cop tales  [ID: 28431]
 ##### 
604. , clumsily staged violence overshadows everything , including most of the actors .  [ID: 2491]
 ##### 
605. peppered with witty dialogue and inventive moments  [ID: 49448]
 ##### 
606. exploitative garbage  [ID: 54735]
 ##### 
607. though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal  [ID: 5686]
 ##### 
608. 's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage .  [ID: 19698]
 ##### 
609. seems aware of his own coolness  [ID: 25484]
 ##### 
610. older men drink to excess , piss on trees , b.s. one another and put on a show in drag  [ID: 7481]
 ##### 
611. ultimately delivers  [ID: 7028]
 ##### 
612. overwhelming waste  [ID: 66447]
 ##### 
613. the poor quality of pokemon 4  [ID: 4781]
 ##### 
614. life and small delights  [ID: 11662]
 ##### 
615. be in a contest to see who can out-bad-act the other  [ID: 8721]
 ##### 
616. is talented enough and charismatic enough to make us care about zelda 's ultimate fate  [ID: 42816]
 ##### 
617. does n't pummel us with phony imagery or music  [ID: 21356]
 ##### 
618. has a wooden delivery and  [ID: 37866]
 ##### 
619. a fresh , entertaining comedy  [ID: 54013]
 ##### 
620. your idea of a good time  [ID: 48343]
 ##### 
621. genuine spontaneity  [ID: 24935]
 ##### 
622. appreciates the art and reveals a music scene that transcends culture and race .  [ID: 16461]
 ##### 
623. faltering half-step  [ID: 3117]
 ##### 
624. exhaustingly contrived  [ID: 23915]
 ##### 
625. understandable  [ID: 14339]
 ##### 
626. some wickedly sick and twisted humor  [ID: 52394]
 ##### 
627. move so easily across racial and cultural lines in the film  [ID: 44560]
 ##### 
628. with a chase to end all chases  [ID: 34756]
 ##### 
629. does not proclaim the truth about two love-struck somebodies  [ID: 18378]
 ##### 
630. weighted down with slow , uninvolving storytelling  [ID: 31174]
 ##### 
631. will find it more than capable of rewarding them  [ID: 27719]
 ##### 
632. might try paying less attention to the miniseries and more attention to the film it is about .  [ID: 4727]
 ##### 
633. obnoxious comedy  [ID: 48845]
 ##### 
634. , with some real shocks in store for unwary viewers .  [ID: 21868]
 ##### 
635. current innovators  [ID: 38433]
 ##### 
636. the bourne identity should n't be half as entertaining as it is  [ID: 32361]
 ##### 
637. to screen with considerable appeal intact  [ID: 38351]
 ##### 
638. wo n't be talking about the film once you exit the theater  [ID: 39373]
 ##### 
639. a movie theater  [ID: 36318]
 ##### 
640. the movie 's charm  [ID: 61650]
 ##### 
641. successful example  [ID: 41992]
 ##### 
642. could have guessed at the beginning  [ID: 39638]
 ##### 
643. could very well clinch him this year 's razzie  [ID: 47791]
 ##### 
644. ... it has sporadic bursts of liveliness , some so-so slapstick and a few ear-pleasing songs on its soundtrack .  [ID: 21013]
 ##### 
645. captures the complicated relationships in a marching band .  [ID: 12495]
 ##### 
646. the material seem genuine rather than pandering  [ID: 29294]
 ##### 
647. spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing .  [ID: 12028]
 ##### 
648. a phony relationship  [ID: 40744]
 ##### 
649. fails at both endeavors  [ID: 49166]
 ##### 
650. a remarkable and novel concept  [ID: 25567]
 ##### 
651. would have liked it more if it had just gone that one step further  [ID: 109]
 ##### 
652. a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky  [ID: 21835]
 ##### 
653. that is n't afraid to admit it  [ID: 37171]
 ##### 
654. anomie and heartbreak  [ID: 37961]
 ##### 
655. a game supporting cast  [ID: 11274]
 ##### 
656. directors brett morgen and nanette burstein have put together a bold biographical fantasia .  [ID: 51571]
 ##### 
657. a college story that works even without vulgarity , sex scenes , and cussing !  [ID: 22501]
 ##### 
658. if kaos had n't blown them all up  [ID: 41367]
 ##### 
659. teeth-gnashing  [ID: 11758]
 ##### 
660. whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace  [ID: 37913]
 ##### 
661. it thumbs down due to the endlessly repetitive scenes of embarrassment  [ID: 25466]
 ##### 
662. this new jangle of noise , mayhem and stupidity must be a serious contender for the title .  [ID: 67348]
 ##### 
663. , it is a failure .  [ID: 28907]
 ##### 
664. the animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst .  [ID: 10561]
 ##### 
665. everyone 's insecure in lovely and amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .  [ID: 20386]
 ##### 
666. is destined to be the 21st century 's new `` conan '' and that he 's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal  [ID: 51232]
 ##### 
667. the dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .  [ID: 15578]
 ##### 
668. cliche  [ID: 54379]
 ##### 
669. , soderbergh 's solaris is a gorgeous and deceptively minimalist cinematic tone poem .  [ID: 35787]
 ##### 
670. hate this one  [ID: 28871]
 ##### 
671. of sand to the fierce grandeur of its sweeping battle scenes  [ID: 64780]
 ##### 
672. toss it at the screen in frustration  [ID: 65808]
 ##### 
673. soul-searching garbage .  [ID: 20128]
 ##### 
674. a stately sense of composition  [ID: 57660]
 ##### 
675. like their characters  [ID: 32817]
 ##### 
676. the irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts  [ID: 57150]
 ##### 
677. beauty to behold  [ID: 15046]
 ##### 
678. is intriguing  [ID: 6817]
 ##### 
679. richly detailed , deftly executed and  [ID: 6897]
 ##### 
680. commands attention  [ID: 9539]
 ##### 
681. it 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as the grey zone  [ID: 43572]
 ##### 
682. intolerable company  [ID: 1382]
 ##### 
683. the richness of characterization  [ID: 39180]
 ##### 
684. wondrous beats  [ID: 30136]
 ##### 
685. robert de niro performance  [ID: 17397]
 ##### 
686. what should have been a cutting hollywood satire is instead about as fresh as last week 's issue of variety .  [ID: 28024]
 ##### 
687. pokémon 4ever is terrifying  [ID: 14191]
 ##### 
688. is an encyclopedia of cliches that shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence .  [ID: 53284]
 ##### 
689. a work of extraordinary journalism , but it is also a work of deft and subtle poetry  [ID: 2143]
 ##### 
690. also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss  [ID: 17430]
 ##### 
691. sometimes endearing  [ID: 11473]
 ##### 
692. there is no foundation for it  [ID: 15830]
 ##### 
693. a cartoon ?  [ID: 17654]
 ##### 
694. it is one in which fear and frustration are provoked to intolerable levels  [ID: 62438]
 ##### 
695. has about 25 minutes of decent material .  [ID: 50544]
 ##### 
696. the most amazing super-sized dosage of goofball stunts any `` jackass '' fan  [ID: 62505]
 ##### 
697. a minor-league soccer remake  [ID: 28572]
 ##### 
698. a rollicking adventure for you  [ID: 1539]
 ##### 
699. an unforced , rapid-fire delivery  [ID: 21102]
 ##### 
700. queen of the damned as you might have guessed , makes sorry use of aaliyah in her one and only starring role --  [ID: 25598]
 ##### 
701. mediocre acting  [ID: 19535]
 ##### 
702. fact ,  [ID: 35324]
 ##### 
703. , glaring and unforgettable .  [ID: 43342]
 ##### 
704. diaz , applegate , blair and posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused .  [ID: 54116]
 ##### 
705. a fascinating profile  [ID: 7329]
 ##### 
706. ticks off kahlo 's lifetime milestones with the dutiful precision of a tax accountant  [ID: 4244]
 ##### 
707. , i could feel my eyelids ... getting ... very ... heavy ...  [ID: 8199]
 ##### 
708. the punch lines that miss , unfortunately , outnumber the hits by three-to-one .  [ID: 7412]
 ##### 
709. assuredly rank as one of the cleverest , most deceptively amusing comedies of the year .  [ID: 41261]
 ##### 
710. use of his particular talents .  [ID: 10302]
 ##### 
711. cause parents a few sleepless hours  [ID: 31643]
 ##### 
712. the small , human moments  [ID: 15137]
 ##### 
713. it might not be 1970s animation ,  [ID: 54095]
 ##### 
714. disjointed mess  [ID: 33138]
 ##### 
715. comes across as stick figures reading lines from a teleprompter .  [ID: 59964]
 ##### 
716. blue crush is as predictable as the tides .  [ID: 29451]
 ##### 
717. both people 's capacity  [ID: 17135]
 ##### 
718. ... better described as a ghost story gone badly awry .  [ID: 38699]
 ##### 
719. enlightening  [ID: 38264]
 ##### 
720. frequent flurries of creative belly laughs  [ID: 20083]
 ##### 
721. is frittered away in middle-of-the-road blandness .  [ID: 47930]
 ##### 
722. starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers .  [ID: 34368]
 ##### 
723. -- more revealing , more emotional and more surprising --  [ID: 53991]
 ##### 
724. has the twinkling eyes , repressed smile and determined face needed to carry out a dickensian hero  [ID: 48072]
 ##### 
725. acts light on great scares and a good surprise ending  [ID: 42087]
 ##### 
726. ` drumline ' shows a level of young , black manhood that is funny , touching , smart and complicated .  [ID: 33595]
 ##### 
727. a dark , gritty , sometimes funny little gem  [ID: 61260]
 ##### 
728. swooping down on a string of exotic locales  [ID: 24525]
 ##### 
729. snappy  [ID: 50205]
 ##### 
730. recommended  [ID: 28767]
 ##### 
731. a ' list cast  [ID: 25132]
 ##### 
732. sacrificed for the sake of spectacle  [ID: 24171]
 ##### 
733. into this somewhat tired premise  [ID: 59526]
 ##### 
734. unlike lots of hollywood fluff , this has layered , well-developed characters and some surprises .  [ID: 65637]
 ##### 
735. you 've already seen city by the sea under a variety of titles , but  [ID: 15629]
 ##### 
736. on a potentially interesting idea  [ID: 56995]
 ##### 
737. writer-director ritchie reduces wertmuller 's social mores and politics to tiresome jargon .  [ID: 15536]
 ##### 
738. family audience  [ID: 38604]
 ##### 
739. visual coming right  [ID: 27081]
 ##### 
740. sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor hermocrates and leontine pathetically compare notes about their budding amours  [ID: 38591]
 ##### 
741. has a good ear for dialogue , and the characters sound like real people  [ID: 30873]
 ##### 
742. powerful look  [ID: 54975]
 ##### 
743. bittersweet drama  [ID: 36235]
 ##### 
744. 's a square , sentimental drama that satisfies , as comfort food often can .  [ID: 56335]
 ##### 
745. have saved this film a world of hurt  [ID: 46215]
 ##### 
746. to believe in your dreams  [ID: 56808]
 ##### 
747. compassion , good-natured humor  [ID: 51282]
 ##### 
748. while cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller  [ID: 11789]
 ##### 
749. moving tale  [ID: 1610]
 ##### 
750. that goes a long way toward keeping the picture compelling  [ID: 11428]
 ##### 
751. a thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy .  [ID: 40893]
 ##### 
752. manipulative  [ID: 4330]
 ##### 
753. in addition to being very funny  [ID: 5568]
 ##### 
754. chan like a $ 99 bargain-basement special  [ID: 34157]
 ##### 
755. loves them  [ID: 53890]
 ##### 
756. its cast , its cuisine and its quirky tunes  [ID: 9296]
 ##### 
757. of abuse  [ID: 46964]
 ##### 
758. that ca n't totally hide its contrivances  [ID: 65953]
 ##### 
759. you 're willing to have fun with it  [ID: 32312]
 ##### 
760. do you  [ID: 34514]
 ##### 
761. still show virtually no understanding of it  [ID: 17672]
 ##### 
762. even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st century .  [ID: 6593]
 ##### 
763. than its fair share of saucy  [ID: 4378]
 ##### 
764. a very well-meaning movie , and it  [ID: 40665]
 ##### 
765. , i would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful .  [ID: 13470]
 ##### 
766. excels because , unlike so many other hollywood movies of its ilk , it offers hope  [ID: 48134]
 ##### 
767. movies about angels  [ID: 9168]
 ##### 
768. ugly and destructive  [ID: 30101]
 ##### 
769. compared to the movie 's contrived , lame screenplay and listless direction  [ID: 27706]
 ##### 
770. the nicest thing  [ID: 46489]
 ##### 
771. , all-enveloping movie experience  [ID: 37527]
 ##### 
772. 'll wait in vain for a movie to happen  [ID: 33676]
 ##### 
773. captivating .  [ID: 20090]
 ##### 
774. the master of disguise represents adam sandler 's latest attempt to dumb down the universe .  [ID: 11860]
 ##### 
775. instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story 's emotional thrust .  [ID: 30959]
 ##### 
776. but film buffs should get to know  [ID: 66280]
 ##### 
777. offering fine acting moments and pungent  [ID: 37339]
 ##### 
778. makes up for in heart what it lacks in outright newness  [ID: 11360]
 ##### 
779. thriller  [ID: 52186]
 ##### 
780. go to a picture-perfect beach  [ID: 51399]
 ##### 
781. offensive , puerile  [ID: 39105]
 ##### 
782. with purpose and finesse  [ID: 34886]
