Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 32 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. robust  [ID: 60608]
 ##### 
894. a zinger-filled crowd-pleaser that open-minded elvis fans ( but by no means all ) will have fun with .  [ID: 50094]
 ##### 
895. us too drunk on the party favors to sober us up with the transparent attempts at moralizing  [ID: 51014]
 ##### 
896. lot funnier  [ID: 67048]
 ##### 
897. its crapulence  [ID: 11606]
 ##### 
898. unusual , food-for-thought cinema that 's as entertaining as it is instructive  [ID: 40956]
 ##### 
899. one problem with the movie , directed by joel schumacher  [ID: 8592]
 ##### 
900. so we got ten little indians meets friday the 13th by way of clean and sober , filmed on the set of carpenter 's the thing and loaded with actors you 're most likely to find on the next inevitable incarnation of the love boat .  [ID: 2934]
 ##### 
901. hollywood kids  [ID: 28810]
 ##### 
902. of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic  [ID: 32795]
 ##### 
903. the big-fisted direction of jez butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach  [ID: 36844]
 ##### 
904. its rawness and vitality give it considerable punch .  [ID: 5843]
 ##### 
905. heartfelt  [ID: 12104]
 ##### 
906. resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue  [ID: 42134]
 ##### 
907. perfectly pitched between comedy and tragedy , hope and despair , about schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .  [ID: 34448]
 ##### 
908. deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip  [ID: 27858]
 ##### 
909. an intriguing twist  [ID: 55052]
 ##### 
910. vowing ,  [ID: 38558]
 ##### 
911. of the unsalvageability  [ID: 21916]
 ##### 
912. we never truly come to care about the main characters and whether or not they 'll wind up together , and  [ID: 48561]
 ##### 
913. a clichéd and shallow cautionary tale about the hard-partying  [ID: 55146]
 ##### 
914. , sketchy characters and immature provocations can fully succeed at cheapening it .  [ID: 53587]
 ##### 
915. death and mind-numbing indifference  [ID: 26871]
 ##### 
916. plays like some weird masterpiece theater sketch with neither  [ID: 49047]
 ##### 
917. a brisk , reverent , and subtly different sequel  [ID: 26490]
 ##### 
918. 's a glorified sitcom , and a long , unfunny one at that .  [ID: 55247]
 ##### 
919. a heavy-handed indictment of parental failings and the indifference of spanish social workers and legal system towards child abuse  [ID: 1790]
 ##### 
920. even the corniest  [ID: 49156]
 ##### 
921. corrupt  [ID: 60552]
 ##### 
922. a temporal inquiry  [ID: 63446]
 ##### 
923. bad soap opera  [ID: 44318]
 ##### 
924. in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little .  [ID: 30183]
 ##### 
925. digitally altered footage  [ID: 34003]
 ##### 
926. from his usual bumbling , tongue-tied screen persona  [ID: 46193]
 ##### 
927. a funny and touching film  [ID: 31117]
 ##### 
928. watch them clumsily mugging their way through snow dogs  [ID: 46219]
 ##### 
929. a puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks  [ID: 64076]
 ##### 
930. incoherence  [ID: 62669]
 ##### 
931. as temptingly easy as it would have been with this premise  [ID: 46321]
 ##### 
932. in the utter cuteness of stuart and margolo  [ID: 11072]
 ##### 
933. in constant fits of laughter  [ID: 16595]
 ##### 
934. wannabe  [ID: 8676]
 ##### 
935. an ultra-loud blast of pointless mayhem ,  [ID: 24029]
 ##### 
936. beginnings  [ID: 66905]
 ##### 
937. it 's packed with adventure and a worthwhile environmental message , so  [ID: 55130]
 ##### 
938. love robin tunney  [ID: 49366]
 ##### 
939. a crowd-pleaser , but then  [ID: 54034]
 ##### 
940. dull , brain-deadening hangover  [ID: 56125]
 ##### 
941. during the long build-up of expository material  [ID: 35946]
 ##### 
942. pop up in nearly every corner of the country  [ID: 2462]
 ##### 
943. irritates and saddens me  [ID: 59975]
 ##### 
944. enjoyable ease  [ID: 43601]
 ##### 
945. do n't think this movie loves women at all  [ID: 66277]
 ##### 
946. would have a hard time sitting through this one  [ID: 21047]
 ##### 
947. some of the back-story is a little tired  [ID: 2310]
 ##### 
948. enough flourishes and freak-outs to make it entertaining  [ID: 12522]
 ##### 
949. ultimately you 'll leave the theater wondering why these people mattered  [ID: 46131]
 ##### 
950. american musical comedy as we know it would n't exist without the precedent of yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway .  [ID: 10213]
 ##### 
951. light , silly , photographed with color and depth , and rather a good time .  [ID: 28094]
 ##### 
952. takes on nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading  [ID: 31434]
 ##### 
953. spin hopelessly out of control -- that is to say  [ID: 25511]
 ##### 
954. presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves  [ID: 50663]
 ##### 
955. much to recommend the film  [ID: 13191]
 ##### 
956. the chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film  [ID: 39746]
 ##### 
957. have otherwise been bland and  [ID: 23771]
 ##### 
958. in some delightful work on indie projects  [ID: 32041]
 ##### 
959. this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .  [ID: 23834]
 ##### 
960. not in a good way  [ID: 28679]
 ##### 
961. potent chemistry  [ID: 51754]
 ##### 
962. an objective documentary  [ID: 16850]
 ##### 
963. as ill-fitting as shadyac 's perfunctory directing chops  [ID: 22405]
 ##### 
964. ( the film ) works  [ID: 6595]
 ##### 
965. it 's no lie -- big fat liar is a real charmer  [ID: 64004]
 ##### 
966. sappy  [ID: 42880]
 ##### 
967. beneath otherwise tender movements  [ID: 30054]
 ##### 
968. is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous  [ID: 1924]
 ##### 
969. humorless ,  [ID: 47394]
 ##### 
970. the historical , philosophical  [ID: 64624]
 ##### 
971. takes a walking-dead , cop-flick subgenre and beats new life into it  [ID: 52145]
 ##### 
972. become a historically significant work as well as a masterfully made one  [ID: 13741]
 ##### 
973. a rollicking adventure for you and all your mateys , regardless of their ages  [ID: 672]
 ##### 
974. have a freshness and modesty that transcends their predicament .  [ID: 62893]
 ##### 
975. very enjoyable ...  [ID: 23869]
 ##### 
976. got to me  [ID: 24838]
 ##### 
977. befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject  [ID: 3997]
 ##### 
978. is amazing ,  [ID: 25654]
 ##### 
979. and cinematic deception  [ID: 65958]
 ##### 
980. ... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller .  [ID: 31738]
 ##### 
981. ( it 's ) what punk rock music used to be ,  [ID: 65138]
 ##### 
982. to be moved by this drama  [ID: 55145]
 ##### 
983. highly polished  [ID: 17920]
 ##### 
984. overcooked soufflé  [ID: 22840]
 ##### 
985. conceptual feat  [ID: 2288]
 ##### 
986. educates viewers with words and pictures while entertaining them  [ID: 65902]
 ##### 
987. the evocative imagery and gentle , lapping rhythms of this film are infectious --  [ID: 14547]
 ##### 
988. ( danny huston gives ) an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk .  [ID: 14540]
 ##### 
989. 's a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming washington as possibly the best actor working in movies today  [ID: 47868]
 ##### 
990. dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm  [ID: 15992]
 ##### 
991. overwrought ,  [ID: 52016]
 ##### 
992. ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints .  [ID: 58485]
 ##### 
993. a remake by the numbers , linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie  [ID: 32497]
 ##### 
994. in manhattan , jennifer lopez 's most aggressive and most sincere attempt  [ID: 57053]
 ##### 
995. sentimental chick-flicks  [ID: 15386]
 ##### 
996. utilizing  [ID: 4239]
 ##### 
997. stupid , derivative horror film  [ID: 31049]
 ##### 
998. often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ?  [ID: 441]
 ##### 
999. unafraid to throw elbows when necessary  [ID: 55564]
 ##### 
1000. old-world charm  [ID: 44947]
 ##### 
1001. i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening  [ID: 334]
 ##### 
1002. get excited about on this dvd  [ID: 3737]
 ##### 
1003. surprisingly similar  [ID: 15887]
 ##### 
1004. a sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies .  [ID: 6913]
 ##### 
1005. secondary  [ID: 53462]
 ##### 
1006. kong action cinema  [ID: 58844]
 ##### 
1007. williams ' anarchy gets tiresome  [ID: 7587]
 ##### 
1008. really , really good things  [ID: 35614]
 ##### 
1009. the film is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture .  [ID: 50197]
 ##### 
1010. grenade  [ID: 10689]
 ##### 
1011. confused  [ID: 61582]
 ##### 
1012. ranks with the best of herzog 's works  [ID: 62309]
 ##### 
1013. wickedly funny and just plain wicked  [ID: 48635]
 ##### 
1014. is n't as weird as it ought to be  [ID: 13914]
 ##### 
1015. is the central flaw of the film  [ID: 25722]
 ##### 
1016. rare documentary  [ID: 26725]
 ##### 
1017. is so deadly dull that watching the proverbial paint dry would be a welcome improvement  [ID: 11802]
 ##### 
1018. loved the look of this film  [ID: 23644]
 ##### 
1019. goes on and on to the point of nausea  [ID: 5504]
 ##### 
1020. a thirteen-year-old 's book report  [ID: 50155]
 ##### 
1021. , i hate it .  [ID: 46943]
 ##### 
1022. it 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the dahmer heyday of the mid - '90s .  [ID: 65772]
 ##### 
1023. liveliness  [ID: 47810]
 ##### 
1024. absurd finale  [ID: 64921]
 ##### 
1025. been replaced with morph , a cute alien creature who mimics everyone and everything around  [ID: 10219]
 ##### 
1026. limited and so embellished by editing that there 's really not much of a sense of action  [ID: 54750]
 ##### 
1027. ( or role , or edit , or score , or anything , really )  [ID: 39635]
 ##### 
1028. ... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... the film 's ending has a `` what was it all for ? ''  [ID: 63]
 ##### 
1029. 's too close to real life to make sense  [ID: 22586]
 ##### 
1030. tries and tries hard  [ID: 35895]
 ##### 
1031. 's certainly an invaluable record of that special fishy community  [ID: 17049]
 ##### 
1032. if any of them list this ` credit ' on their resumes in the future  [ID: 67139]
 ##### 
1033. interview with the assassin is structured less as a documentary and more as a found relic , and  [ID: 25678]
 ##### 
1034. an annoying orgy of excess and exploitation that has no point and goes nowhere  [ID: 39750]
 ##### 
1035. to bleed it almost completely dry of humor , verve and fun  [ID: 2070]
 ##### 
1036. luminous interviews and amazingly evocative film from three decades ago  [ID: 359]
 ##### 
1037. his promise  [ID: 23742]
 ##### 
1038. potentially incredibly twisting mystery  [ID: 49823]
 ##### 
1039. one of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time .  [ID: 34717]
 ##### 
1040. have its charms  [ID: 26417]
 ##### 
1041. takes a really long , slow and dreary time to dope out what tuck everlasting is about .  [ID: 7541]
 ##### 
1042. our best achievements  [ID: 28702]
 ##### 
1043. the character 's gripping humanity  [ID: 5610]
 ##### 
1044. , you 're too interested to care .  [ID: 6010]
 ##### 
1045. a caper that 's neither original nor terribly funny  [ID: 57348]
 ##### 
1046. in xxx , diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep .  [ID: 2018]
 ##### 
1047. is just lazy writing  [ID: 47032]
 ##### 
1048. cinematic perfection  [ID: 50107]
 ##### 
1049. that director m. night shyamalan can weave an eerie spell and  [ID: 20206]
 ##### 
1050. the rollerball sequences feel sanitised and stagey .  [ID: 46336]
 ##### 
1051. about death  [ID: 3375]
 ##### 
1052. the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story  [ID: 14853]
 ##### 
1053. it 's not nearly as fresh or enjoyable as its predecessor , but  [ID: 48601]
 ##### 
1054. the edge of their seats  [ID: 21772]
 ##### 
1055. eerily  [ID: 16382]
 ##### 
1056. deeply felt fantasy of a director 's travel through 300 years of russian history .  [ID: 65643]
 ##### 
1057. that educates viewers with words and pictures while entertaining them  [ID: 46481]
 ##### 
1058. , it eventually works its way up to merely bad rather than painfully awful .  [ID: 16631]
 ##### 
1059. too grave for youngsters  [ID: 41949]
 ##### 
1060. you really want to understand what this story is really all about  [ID: 25898]
 ##### 
1061. one fantastic ( and educational )  [ID: 11982]
 ##### 
1062. taken the protagonists a full hour  [ID: 34635]
 ##### 
1063. from a bad clive barker movie  [ID: 48992]
 ##### 
1064. , indescribably bad  [ID: 55758]
 ##### 
1065. is cool .  [ID: 47732]
 ##### 
1066. engaging story  [ID: 24408]
 ##### 
1067. speeds up  [ID: 42968]
 ##### 
1068. it 's just not very smart .  [ID: 49553]
 ##### 
1069. spooky new thriller  [ID: 10296]
 ##### 
1070. be the movie you 're looking for  [ID: 28140]
 ##### 
1071. is funny , charming and quirky in her feature film acting debut as amy .  [ID: 40457]
 ##### 
1072. under-inspired  [ID: 30706]
 ##### 
1073. is a disaster ,  [ID: 47669]
 ##### 
1074. do n't think most of the people who loved the 1989 paradiso will prefer this new version  [ID: 59414]
 ##### 
1075. , but it is a refreshingly forthright one .  [ID: 13580]
 ##### 
1076. the movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the holocaust escape story , minac drains his movie of all individuality  [ID: 25495]
 ##### 
1077. quickly writes himself into a corner  [ID: 7084]
 ##### 
1078. you have to give the audience a reason to want to put for that effort  [ID: 57312]
 ##### 
1079. undercuts the joie de vivre even as he creates  [ID: 44919]
 ##### 
1080. emerges a radiant character portrait  [ID: 65634]
 ##### 
1081. in thick clouds of denial  [ID: 28891]
 ##### 
1082. fine , focused piece  [ID: 40896]
 ##### 
1083. has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes .  [ID: 62459]
 ##### 
1084. called `` jar-jar binks : the movie  [ID: 20610]
 ##### 
1085. complex and quirky , but entirely believable  [ID: 26522]
 ##### 
1086. the edge  [ID: 47956]
 ##### 
1087. screen magic  [ID: 27125]
 ##### 
1088. crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings  [ID: 47407]
 ##### 
1089. a show forged in still-raw emotions  [ID: 1625]
 ##### 
1090. 's in the action scenes that things fall apart  [ID: 67077]
 ##### 
1091. creates a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity .  [ID: 53589]
 ##### 
1092. , loud , painful , obnoxious  [ID: 19769]
 ##### 
1093. inadvertent  [ID: 32604]
 ##### 
1094. a weird and wonderful comedy .  [ID: 50579]
 ##### 
1095. shatner is probably the funniest person in the film , which gives you an idea just how bad it was .  [ID: 50805]
 ##### 
1096. may be wondering what all that jazz was about `` chicago '' in 2002 .  [ID: 19806]
 ##### 
1097. some major alterations  [ID: 24393]
 ##### 
1098. evasive  [ID: 45247]
 ##### 
1099. movies with the courage to go over the top and movies that do n't care about being stupid  [ID: 681]
 ##### 
1100. 's this rich and luscious  [ID: 59102]
 ##### 
1101. how admirably  [ID: 31326]
 ##### 
1102. that affirms the nourishing aspects of love and companionship  [ID: 36131]
 ##### 
1103. an enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty  [ID: 53978]
 ##### 
1104. does n't disappoint  [ID: 19587]
 ##### 
1105. unlikable , uninteresting , unfunny , and completely , utterly inept .  [ID: 51124]
 ##### 
1106. icily brilliant  [ID: 13375]
 ##### 
1107. just one of those underrated professionals who deserve but rarely receive it  [ID: 16111]
 ##### 
1108. engaging .  [ID: 39771]
 ##### 
1109. poorly written  [ID: 59164]
 ##### 
1110. is another liability  [ID: 44960]
 ##### 
1111. star-studded  [ID: 22542]
 ##### 
1112. a smile on your face and  [ID: 10972]
 ##### 
1113. 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries  [ID: 7268]
 ##### 
1114. the incessant , so-five-minutes-ago pop music  [ID: 42661]
 ##### 
1115. a major waste ... generic .  [ID: 42007]
 ##### 
1116. this tuxedo ... should have been sent back to the tailor for some major alterations .  [ID: 12433]
 ##### 
1117. pungent bite  [ID: 5105]
 ##### 
1118. cox offers plenty of glimpses at existing photos ,  [ID: 36557]
 ##### 
1119. harm  [ID: 50496]
 ##### 
1120. an uncomfortable movie ,  [ID: 8427]
 ##### 
1121. a marvel of production design .  [ID: 3035]
 ##### 
1122. of two fine actors , morgan freeman and ashley judd  [ID: 17854]
 ##### 
1123. straightforward and old-fashioned  [ID: 53384]
 ##### 
1124. in a movie full of surprises , the biggest is that secret ballot is a comedy , both gentle and biting .  [ID: 32353]
 ##### 
1125. works both as a detailed personal portrait and as a rather frightening examination of modern times  [ID: 25663]
 ##### 
1126. plays out ... like a high-end john hughes comedy , a kind of elder bueller 's time out  [ID: 45216]
 ##### 
1127. love it , too  [ID: 53277]
 ##### 
1128. even though we know the outcome , the seesawing of the general 's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .  [ID: 16531]
 ##### 
1129. of all the halloween 's , this is the most visually unappealing .  [ID: 11646]
 ##### 
1130. into romeo and juliet/west side story territory , where it plainly has no business going  [ID: 65471]
 ##### 
1131. if you 're willing to have fun with it  [ID: 39012]
 ##### 
1132. just utter ` uhhh , ' which is better than most of the writing in the movie  [ID: 61152]
 ##### 
1133. a low-rent retread of the alien pictures .  [ID: 40597]
 ##### 
1134. , then you 're in for a painful ride .  [ID: 65786]
 ##### 
1135. return to never land is reliable  [ID: 51381]
 ##### 
1136. more than a worthwhile effort  [ID: 57430]
 ##### 
1137. assured , vital and well wrought , the film is , arguably , the most accomplished work to date from hong kong 's versatile stanley kwan .  [ID: 15884]
 ##### 
1138. sharp objects  [ID: 32689]
 ##### 
1139. is a great yarn  [ID: 53865]
 ##### 
1140. in a vat of failed jokes , twitchy acting , and general boorishness  [ID: 23793]
 ##### 
1141. simple , sweet and romantic  [ID: 62876]
 ##### 
1142. brainless  [ID: 64759]
 ##### 
1143. from this choppy and sloppy affair  [ID: 7090]
 ##### 
1144. going to love the piano teacher  [ID: 64967]
 ##### 
1145. for the quirky  [ID: 13671]
 ##### 
1146. rambles aimlessly through ill-conceived action pieces  [ID: 61103]
 ##### 
1147. have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation  [ID: 56697]
 ##### 
1148. from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams  [ID: 51393]
 ##### 
1149. , provocative  [ID: 53969]
 ##### 
1150. one would be hard-pressed to find a movie with a bigger , fatter heart than barbershop .  [ID: 52840]
 ##### 
1151. have a fun , no-frills ride  [ID: 22607]
 ##### 
1152. as if it were an obligation  [ID: 61739]
 ##### 
1153. is worse : the part where nothing 's happening , or the part where something 's happening  [ID: 540]
 ##### 
1154. for his first attempt at film noir , spielberg presents a fascinating but flawed look at the near future .  [ID: 45946]
 ##### 
1155. fuss or noise  [ID: 34719]
 ##### 
1156. something of bubba ho-tep 's clearly evident quality may end up languishing on a shelf somewhere  [ID: 27015]
 ##### 
1157. this film will attach a human face to all those little steaming cartons .  [ID: 22688]
 ##### 
1158. managed to find something new to add to the canon of chan  [ID: 17016]
 ##### 
1159. fun about this silly , outrageous , ingenious thriller  [ID: 5147]
 ##### 
1160. i have given it a one-star rating  [ID: 48222]
 ##### 
1161. takes itself all too seriously  [ID: 28733]
 ##### 
1162. it 's a big idea  [ID: 64986]
 ##### 
1163. of a sick and evil woman  [ID: 36676]
 ##### 
1164. 's equally distasteful to watch him sing the lyrics to `` tonight  [ID: 22108]
 ##### 
1165. is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor  [ID: 65751]
 ##### 
1166. trite  [ID: 17037]
 ##### 
1167. clean-cut dahmer ( jeremy renner ) and fiendish acts that no amount of earnest textbook psychologizing can bridge .  [ID: 3928]
 ##### 
1168. , it must be labeled ` hip ' , ` innovative ' and ` realistic '  [ID: 53109]
 ##### 
1169. the ethereal beauty of an asian landscape painting  [ID: 62146]
 ##### 
1170. frightening and compelling  [ID: 60727]
 ##### 
1171. with false starts  [ID: 38088]
 ##### 
1172. the cutting-room floor of any given daytime soap  [ID: 35843]
 ##### 
1173. a teen movie with a humanistic message  [ID: 36225]
 ##### 
1174. the filmmakers are playing to the big boys in new york and l.a. to that end , they mock the kind of folks they do n't understand , ones they figure the power-lunchers do n't care to understand , either .  [ID: 25557]
 ##### 
1175. may shape hawke 's artistic aspirations  [ID: 30521]
 ##### 
1176. a small movie  [ID: 18752]
 ##### 
1177. pure cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and swooning elegance .  [ID: 7586]
 ##### 
1178. is ingenious fun .  [ID: 58013]
 ##### 
1179. as decent drama/action flick  [ID: 63614]
 ##### 
1180. subzero  [ID: 64196]
 ##### 
1181. of paint-by-number american blockbusters like pearl harbor , at least  [ID: 14226]
 ##### 
1182. dysfunctional parent-child relationship  [ID: 44856]
 ##### 
1183. its sweet time  [ID: 22616]
 ##### 
1184. 's lovely and amazing  [ID: 12537]
 ##### 
1185. truth-in-advertising hounds  [ID: 61469]
 ##### 
1186. pertinent and enduring  [ID: 55034]
 ##### 
1187. lumbering load  [ID: 870]
 ##### 
1188. has a nearly terminal case of the cutes  [ID: 56286]
 ##### 
1189. the creative act  [ID: 48687]
 ##### 
1190. is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the american underground .  [ID: 32438]
 ##### 
1191. totally overwrought  [ID: 35893]
 ##### 
1192. the wonderful cinematography  [ID: 31240]
 ##### 
1193. the real thing  [ID: 56103]
 ##### 
1194. , finch 's tale provides the forgettable pleasures of a saturday matinee  [ID: 64827]
 ##### 
1195. engages us in constant fits of laughter ,  [ID: 48777]
 ##### 
1196. ought to be a whole lot scarier than they are in this tepid genre offering  [ID: 42300]
 ##### 
1197. the horrors of the killing field and the barbarism of ` ethnic cleansing  [ID: 52297]
 ##### 
1198. problematic script  [ID: 14788]
 ##### 
1199. something creepy and vague  [ID: 44702]
 ##### 
1200. weighs down the tale with bogus profundities .  [ID: 40561]
 ##### 
1201. lies in the utter cuteness of stuart and margolo  [ID: 26212]
 ##### 
1202. the proper conviction  [ID: 61290]
 ##### 
1203. acted offbeat thriller  [ID: 29311]
 ##### 
1204. making moving pictures today  [ID: 52058]
 ##### 
1205. this quality band  [ID: 18941]
 ##### 
1206. seem like such a bore  [ID: 45012]
 ##### 
1207. a strong and unforced supporting cast  [ID: 13832]
 ##### 
1208. cheated  [ID: 56607]
 ##### 
1209. shaped the story to show us why it 's compelling  [ID: 31184]
 ##### 
1210. vastly improved  [ID: 48002]
 ##### 
1211. a domestic unit finding their way to joy  [ID: 41021]
 ##### 
1212. confusion is one of my least favorite emotions , especially when i have to put up with 146 minutes of it .  [ID: 55505]
 ##### 
1213. it is a remarkably original work .  [ID: 46720]
 ##### 
1214. a mediocre one  [ID: 11805]
 ##### 
1215. a tearjerker  [ID: 27164]
 ##### 
1216. an overcooked soufflé  [ID: 29915]
 ##### 
1217. it 's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started  [ID: 11504]
 ##### 
1218. the best sex comedy  [ID: 42139]
 ##### 
1219. no art  [ID: 989]
 ##### 
1220. -- in the title role --  [ID: 20356]
 ##### 
1221. this listless feature  [ID: 11724]
 ##### 
1222. both stars are appealing enough to probably have a good shot at a hollywood career , if they want one  [ID: 14321]
 ##### 
1223. a young woman of great charm , generosity and diplomacy  [ID: 4084]
 ##### 
1224. isabelle huppert ... again shows uncanny skill in getting under the skin of her characters  [ID: 6319]
 ##### 
1225. as overbearing and over-the-top as the family  [ID: 49148]
 ##### 
1226. coming through in the end  [ID: 50267]
 ##### 
1227. often hilarious  [ID: 11884]
 ##### 
1228. one-sided theme  [ID: 6618]
 ##### 
1229. issue you a dog-tag and an m-16  [ID: 20047]
 ##### 
1230. an effective portrait  [ID: 7507]
 ##### 
1231. squander jennifer love hewitt  [ID: 67007]
 ##### 
1232. devoid of interesting characters or even a halfway intriguing plot  [ID: 17733]
 ##### 
1233. devolves into a laugh-free lecture  [ID: 7426]
 ##### 
1234. a touching , sophisticated film that almost seems like a documentary in the way  [ID: 21910]
 ##### 
1235. delightful hand shadows  [ID: 59762]
 ##### 
1236. throughout this funny film  [ID: 12420]
 ##### 
1237. the best sequel  [ID: 39879]
 ##### 
1238. a reasonably good time with the salton sea  [ID: 47488]
 ##### 
1239. of a sleeper success  [ID: 49284]
 ##### 
1240. is energized by volletta wallace 's maternal fury , her fearlessness  [ID: 46662]
 ##### 
1241. gloomy film noir veil  [ID: 51301]
 ##### 
1242. remember the last time i saw worse stunt editing or cheaper action movie production values than in extreme ops  [ID: 38813]
 ##### 
1243. beautifully shot ,  [ID: 24381]
 ##### 
1244. medem may have disrobed most of the cast , leaving their bodies exposed , but the plot remains as guarded as a virgin with a chastity belt .  [ID: 49209]
 ##### 
1245. slightly flawed ( and fairly unbelievable ) finale  [ID: 26941]
 ##### 
1246. ahead of paint-by-number american blockbusters like pearl harbor , at least  [ID: 17219]
 ##### 
1247. a fully engaged supporting cast  [ID: 20156]
 ##### 
1248. , blue crush thrillingly uses modern technology to take the viewer inside the wave .  [ID: 61463]
 ##### 
1249. such a bad movie that its luckiest viewers will be seated next to one of those ignorant  [ID: 24514]
 ##### 
1250. more predictable than their consequences  [ID: 60820]
 ##### 
1251. i liked the movie , but i know i would have liked it more if it had just gone that one step further  [ID: 42111]
 ##### 
1252. the young stars are too cute ; the story and ensuing complications are too manipulative  [ID: 38175]
 ##### 
1253. a stunning film ,  [ID: 30889]
 ##### 
1254. of tumbleweeds blowing through the empty theaters  [ID: 29994]
 ##### 
1255. intoxicatingly sexy , violent , self-indulgent and maddening  [ID: 59421]
 ##### 
1256. trumpet blast that there may be a new mexican cinema a-bornin ' .  [ID: 28653]
 ##### 
1257. also is difficult to fathom .  [ID: 20393]
 ##### 
1258. the uninspired scripts , acting and direction  [ID: 60034]
 ##### 
1259. dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product  [ID: 11329]
 ##### 
1260. the engagingly primitive animated special effects contribute to a mood that 's sustained through the surprisingly somber conclusion .  [ID: 32997]
 ##### 
1261. has a new career ahead of him  [ID: 22005]
 ##### 
1262. a sloppy script  [ID: 17579]
 ##### 
1263. winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars .  [ID: 43023]
 ##### 
1264. scream low budget  [ID: 3644]
 ##### 
1265. nary an original idea ( or role , or edit , or score , or anything , really ) in sight  [ID: 55369]
 ##### 
1266. french director anne fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition  [ID: 42198]
 ##### 
1267. dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention  [ID: 57114]
 ##### 
1268. is so bleak that it 's hardly watchable  [ID: 32883]
 ##### 
1269. master of disguise runs for only 71 minutes and feels like three hours .  [ID: 63671]
 ##### 
1270. overwritten  [ID: 21178]
 ##### 
1271. one of the most genuinely sweet films to come along in quite some time  [ID: 20967]
 ##### 
1272. rewarding  [ID: 9092]
 ##### 
1273. damned funny  [ID: 12676]
 ##### 
1274. very compelling , sensitive ,  [ID: 37845]
 ##### 
1275. nothing here seems as funny as it did in analyze this , not even joe viterelli as de niro 's right-hand goombah .  [ID: 11548]
 ##### 
