text,label,idx,index
A fire raged over the fields.,1,3300,3300
Gilgamesh is not reading the cuneiform tablets.,1,7904,7904
Each room sleeps five people.,1,2404,2404
Cheese mice love stinks.,1,5593,5593
Him loves him,0,8415,8415
John offers many suggestions.,1,3471,3471
It seems that John is likely to win.,1,394,394
The farmers raged a fire over the fields.,0,3301,3301
Reports on the covers of which the government prescribes the height of the lettering almost always put me to sleep.,0,1350,1350
Sam got free by cutting his finger.,1,76,76
"While Truman didn't tell me a story, he did Rusty.",1,928,928
The police kept tabs on the suspect.,1,2436,2436
Brezhnev had said for Andropov to leave.,1,5859,5859
No one's mother saw himself.,0,7570,7570
"They said Tom would pay up, and pay up I'm sure everybody will tell you that his lawyers expect me to believe he did.",1,1737,1737
What I know the boy who was wearing is this hat.,0,1673,1673
No student who read anything passed.,1,6501,6501
"Those people, after the party, will not come home.",1,5331,5331
The books stood on the table.,1,2556,2556
Would the men each have been working?,1,5255,5255
He established his innocence with the letter.,1,2399,2399
Heidi dislikes the TV's depiction of herself.,0,6330,6330
They represented Mary seriously as a genuine linguist.,1,754,754
Books send easily to children.,0,2674,2674
I'll work on it if no one else has worked on it.,1,1599,1599
Bill squeezed the puppet through the hole.,1,81,81
What table will he put the chair between and some sofa?,0,1099,1099
Dante accused,0,7752,7752
Gilgamesh didn't ate the honey,0,7965,7965
The hot potato had several hundred people yelling for me to put it down gently.,0,1912,1912
The constant rain forced the abandonment of the next day's competitions.,1,4112,4112
Reports which the government prescribes the height of the lettering on the covers of are invariably boring.,1,1345,1345
The handle detached from the box.,0,2905,2905
We think that Bill left.,1,7499,7499
The characters in Shakespeare's Twelfth Night live in a world that has been turned upside-down.,1,4141,4141
I saw the brilliant one with long hair.,1,7385,7385
Light was made of her indiscretions.,0,1407,1407
John convinced Bill for Mary to sleep.,0,7668,7668
Cheryl stood the shelf with books.,0,2551,2551
The teacher is proud of his students.,1,4024,4024
There were killed three men.,0,8244,8244
There seems to be a problem.,1,8469,8469
Alison and David soaked their feet in the kitchen,1,8187,8187
The effectiveness of teaching and learning depends on several factors.,1,3734,3734
"The red, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,7191,7191
Aren't I going?,1,323,323
This rock is too heavy for us to try to claim that we picked up.,0,1790,1790
I am anxious for you to study English grammar hard.,1,3565,3565
Paul had two affairs,1,8499,8499
Jessica sprayed paint onto the table.,1,2591,2591
Would not the men enjoy that?,0,5258,5258
They told Angelica to arrive early for the award.,1,3716,3716
You please make yourself comfortable and I'll wash the dishes.,1,1328,1328
The problem is easy to solve the question.,0,5020,5020
I bought you a ticket for $5.,1,2409,2409
It was believed to have disturbed him that people didn't like Fred.,1,5278,5278
John is taller than Bill by that much.,1,1778,1778
"I'm sad, more than I'm angry.",1,5536,5536
The claim you won't need it is being made by Jack.,0,1252,1252
They were believed all to be quite diligent.,1,479,479
Tom tried for Bill to ask a question.,0,4049,4049
Sylvia is slapping Jeff upside the head in martial arts class.,1,6019,6019
Fred offered the ball under Molly.,0,2046,2046
I will force you to marry no one.,1,1055,1055
The tree changed from a maple into an oak.,1,540,540
"Yes, she did.",1,7426,7426
The students and Professor Swansong are meeting in the park.,1,7079,7079
This doll is hard to see it.,0,5018,5018
What Medea wondered if was the potion was ready,0,7983,7983
Bill dried the clothes with a hair dryer.,1,3263,3263
Aphrodite does free animals,1,7881,7881
"You may pick any flower, but leave a few for Mary.",1,6445,6445
We think if Bill left.,0,7501,7501
They stood the statue on the pedestal.,1,2190,2190
Who did you ask saw what?,1,8262,8262
Jean is likely to leave.,1,6232,6232
Jill offered the ball at Bob.,0,2052,2052
Michael asked a question.,1,5921,5921
Owners love truffles,1,8426,8426
Phyllis lingered Sasha over lunch.,0,3405,3405
Kim must will bake a cake.,0,4419,4419
I asked which city which king invaded.,1,8235,8235
John is the kind of a fool that I told you about.,1,5427,5427
The senators to be certain that the president is telling a lie.,0,3886,3886
Janet broke the vase.,1,2146,2146
The hiker will reach the top of the mountain within an hour.,1,7370,7370
It was kissed the puppy.,0,6108,6108
Tony broke her arm.,1,3242,3242
I lifted the table with the books.,0,2571,2571
The spaceship revolves around the earth.,1,2258,2258
It seems that Agamemnon left.,1,8270,8270
Dorothy is needing new shoes.,0,3005,3005
Gilgamesh has not read the cuneiform tablets.,1,7777,7777
I admired him a teacher.,0,3002,3002
Did Medea poison who?,0,8083,8083
They're believing everything you say.,1,6934,6934
The package carried to New York.,0,2694,2694
"The more contented we pretended to be, the more we grew angry at the doctors.",1,1752,1752
The song sang.,0,2963,2963
Heidi thinks that Andy eats salmon flavored candy bars.,1,5964,5964
The cat chased the long string.,1,3601,3601
Linda taped the label to the cover.,1,2307,2307
The horse jumped over the stream.,1,3378,3378
That new handle detaches from the box easily.,0,2909,2909
Most helpful advice is unwanted.,1,5515,5515
John has taken Bill to the library.,1,4609,4609
Tony bent the copper rod.,1,3245,3245
Why don't you leaving me concentrate on my work?,0,4099,4099
Rosie got struck by lightning.,1,4730,4730
The cook boned the fish of bones.,0,2484,2484
The horizon was appeared on by a pirate ship.,0,2441,2441
That few boys came upset any of the teachers.,0,1007,1007
She doesn't believe much story.,0,4168,4168
the student that's turn it was left.,0,4916,4916
I am anxious for you should arrive on time.,0,3698,3698
The cat ate the spider.,1,5658,5658
That that it would confuse the guards for Herschel to throw a fit was obvious is not true.,1,1478,1478
You can depend on that he will be on time.,0,7121,7121
"Those people will, after the party, not come home.",0,5330,5330
Most of the children are here.,1,4179,4179
The color red seems to be his favorite color.,1,4288,4288
To please John is ready.,0,5010,5010
I reported having kissed Mary.,1,827,827
There was an attack yesterday.,1,6963,6963
Martha carves.,1,2931,2931
My eyes are itching my brother.,0,3160,3160
I arranged for to see her.,0,7891,7891
There is believed to be a sheep in the park.,0,4355,4355
"Lilly decided that eating cabbage, she should be.",1,882,882
"The more pictures of him appear in the news, the more likely John is to get arrested.",1,253,253
The string cut.,0,2166,2166
She was busy to make lunch.,0,4111,4111
"The more obnoxious Fred, the less attention you should pay to him.",0,171,171
What the force of the wind did to the window was break it.,1,608,608
Maxwell isn't half the doctor that people around here believe that his father was.,1,1699,1699
Mary believed his to have loved her.,0,806,806
Is there anything to do today?,1,7611,7611
She sold the car to Sam for five dollars.,1,7300,7300
Sam cut himself free.,1,75,75
Order one first is what you should do.,0,5106,5106
I have six of them more.,0,5465,5465
The letter got written by a poet.,0,4735,4735
Hilda is such a scholar as you were speaking of just now.,1,5496,5496
You friends of the king are all the same,1,7711,7711
The lax supervision was taken advantage of.,1,2438,2438
Lee likes not Kim.,0,4493,4493
These books disappoint me.,1,3729,3729
It is Martha whose work critics will praise.,1,5158,5158
That's a most kind answer that I ever heard.,0,5512,5512
A ship appeared on the horizon.,1,2447,2447
He might eat deep fried muffins.,1,6013,6013
He made it clear he would continue to co-operate with the United Nations.,1,5047,5047
What you should do is order one first.,1,5104,5104
Mary believed John to have loved her.,1,790,790
Every woman standing under that tree is Mary's friend.,1,6403,6403
Any man who saw the fly in the food didn't eat dinner.,1,6353,6353
"`` I am so happy '', thought John.",1,350,350
I know the truth and that you are innocent.,0,3709,3709
I heated up the coffee and Sally wiped the table off.,1,1310,1310
On which I consulted with the chairman of the Select Committee was this matter.,0,5114,5114
Under the bed is a fun place to hide.,1,4331,4331
Who did a statue of surprise Medea?,0,8401,8401
Rusty talked about himself only after Holly did.,1,947,947
Any doctor will tell you that.,1,6359,6359
Gilgamesh is in the dungeon.,1,8077,8077
John convinced Bill to visit Mary.,1,7686,7686
"Poseidon had run away, because the executioner murdered Hera.",1,8026,8026
The captain ordered the troops to proceed.,1,4337,4337
"After Henry had done it, Webster touched a sword.",1,1588,1588
John saw more horses than Bill saw or Pete talked to.,1,6557,6557
So fast did you run that everyone gasped.,1,234,234
Which dress has she gone and ruined now?,1,7066,7066
"The man, a ball kicked.",1,3430,3430
They are special.,1,7400,7400
Who all did you meet when you were in Derry?,1,8481,8481
"John hummed, and Mary sang, at equal volumes.",1,6605,6605
Give the baby the bottle full.,1,640,640
There is likely to be no student absent.,1,4359,4359
Linda taped the wall with the picture.,0,2885,2885
I wonder if she used paints.,1,7425,7425
She always wore herself.,0,3181,3181
What sofa will he put the chair between some table and?,0,1266,1266
the person standing on my foot is heavy.,1,4886,4886
Jonathan persuaded Kate to lick himself.,0,8004,8004
Mike quipped that she never wore this hat.,1,1444,1444
Mary dates exactly two of the men who know a producer I like.,1,1033,1033
Heidi saw drawings of her.,1,6335,6335
This girl in the red coat will put a picture of Bill on your desk.,1,7167,7167
"I can tell you when, but I can't tell you why, he left me.",1,6602,6602
Bill and Kathy married.,1,2318,2318
What did he refute the proof that you cannot square?,0,4963,4963
This is why he came early.,1,5131,5131
He figured it out.,1,1140,1140
She may have and should have thawed the roast.,1,7177,7177
Lee not left.,0,4500,4500
I brought a razor to shave myself with.,0,1642,1642
Who's there?,1,7962,7962
Which poisonous plant is it certain that we will find in Amazonia?,1,7990,7990
Ate Bill his dinner?,0,5992,5992
The princess bowed to the queen.,1,3145,3145
Tessa sprained.,0,2201,2201
Carmen purchased a dress at Bloomingdale's for $50.,1,2752,2752
That monkey is ate the banana,1,7756,7756
Who did you believe that came?,0,6534,6534
He always might eats deep fried muffins.,0,6012,6012
"The tall, kind, handsome man kicked the ball.",1,3607,3607
Mr Knightley suggested that thieves would break into Hartfield.,1,6697,6697
The raise which Scrooge generously gave Tom's father increased his yearly salary by five cents.,1,1774,1774
I admired him as a teacher.,1,3001,3001
"Once Janet left, Fred became much crazier.",1,227,227
We are knowing this theory.,0,6933,6933
John told us that we should review the book.,1,4796,4796
The hat which I believed the claim that Otto was wearing is red.,0,1211,1211
"Ron wanted to wear a tuxedo to the party, but Caspar couldn't decide whether to.",0,856,856
I saw Jane run down the street.,1,2979,2979
This rock is light enough for Marcia to pick up.,1,1798,1798
Advantage will be taken of his offer.,1,1402,1402
I gave money.,1,7345,7345
I looked the number up.,1,8385,8385
The bear sniff,0,8157,8157
John bought any picture of Queen Elizabeth that was on sale.,1,6420,6420
The man arrived on the train was my brother.,0,219,219
I have some papers to try to finish grading.,1,1759,1759
John learned French immediately.,1,681,681
The shirts which I went to the movies and didn't pick up will cost us a lot of money.,0,1280,1280
I hunted the woods for game.,0,3028,3028
He remained a good friend to me.,1,3758,3758
"I didn't, as Bill had thought, go to the store.",1,970,970
I want to eat asparagus.,1,5842,5842
Louis was forgiven.,1,5936,5936
Fanny continued talking although in came Aunt Norris.,0,6780,6780
The trees sang with birds.,1,3207,3207
It was then that he felt a sharp pain.,1,5078,5078
Susan doesn't eat enough her vegetables.,0,5372,5372
Nora sent the book from Paris to London.,1,2669,2669
"When I am awake and Susan is asleep, Bill will leave.",1,1636,1636
I could have been flying helicopters by now.,1,8066,8066
Couldn't you get any tickets better than this?,1,5237,5237
The boy's we elected guardian's employer president.,0,1366,1366
They saw Bill leave.,1,7581,7581
Steve tossed Anna with the ball.,0,2776,2776
I explained how to fix the sink.,1,432,432
The cake was eaten.,1,6028,6028
I loaned Maggie a Swiss Army knife whose to open the padlock with corkscrew.,0,1656,1656
Being lovely to look at has its advantages.,1,5153,5153
"I don't like the plum brandy, but the port I just love.",1,6675,6675
I think that the trolls will take the shepherd tomorrow.,1,5291,5291
"The more pictures of himself that appear in the news, the more embarrassed John becomes.",1,251,251
His offer will be taken advantage of.,1,1403,1403
Our rabbit and the neighbor's cat like them.,0,7558,7558
The cup was broken by Louise.,1,6824,6824
Every man lifted the table together.,0,1044,1044
Susan hopes herself to sleep.,1,7646,7646
Sam stood near yesterday every one of the women we'd been discussing.,0,924,924
Who did he expect who I was acquainted with to show up?,0,1094,1094
It was roses that the gardener planted in the garden.,1,6926,6926
Evan's every idea was completely insane.,1,8001,8001
I talked to Winston about him.,0,1529,1529
The committee has all now resigned.,0,4216,4216
John studied carefully Russian.,0,7437,7437
The papers removed from the safe have not been found.,1,4199,4199
"Tom ordered bacon, and Dick ordered lettuce, and Harry ordered tomatoes.",1,1550,1550
"We called my father, who had just turned 60, up.",0,1137,1137
Was it for this that we suffered and toiled?,1,5163,5163
"I like beer, I.",0,1843,1843
Here's a pole for you to kiss the girl who tied the string around.,0,1652,1652
the student whose turn it was left.,1,4915,4915
Paula swatted the fly with the cloth.,1,2808,2808
His hen loves Anson.,1,7806,7806
The student who got A in the class was very happy.,1,5118,5118
Paula swatted at the fly.,1,2812,2812
Springfield would have built a police station with the federal grant.,1,4551,4551
Every man who saw the fly in the food didn't eat dinner.,1,6395,6395
Fruit hit the roof.,1,530,530
What did you say (that) the poet had written?,1,8402,8402
They praise the dedication in the volunteers.,0,2379,2379
I gave a gun to my brother which I had cleaned.,1,1083,1083
"My father, I hardly ever see him and my mother when they're not glaring at each other.",1,1831,1831
A serious accident happened yesterday.,1,3352,3352
I lifted the book onto the table.,1,2567,2567
The meeting began at 4 P.M.,1,3420,3420
Some of the record contains evidence of wrongdoing.,1,4187,4187
"So quickly did the vampire move, that we barely saw him.",1,8013,8013
The glass cut Rachel in the toe.,0,2367,2367
"Handsome though everyone expects me to try to force Bill to make Mom agree that Dick is, I'm still going to Marry Herman.",1,1747,1747
You British or you Americans will get yourselves in trouble.,1,7073,7073
Donny is likely that left.,0,6131,6131
I wonder who could solve the problem in this way.,1,378,378
The chocolate melted onto the carpet.,1,94,94
John is very fond of Mary.,1,661,661
Have you brought anything to share with the group?,1,4536,4536
Medea might have given Jason a poisoned robe (just treat a poisoned robe as an NP,1,8457,8457
To whom did you send the package?,1,2071,2071
Carmen bought a dress to Mary.,0,2742,2742
The big student of physics with long hair in the library.,1,7392,7392
That dogs bark annoys people.,1,5034,5034
There ran through the valley a rushing stream.,1,3335,3335
Kim put the book in the box.,1,3983,3983
Jean persuaded Brian to leave.,1,6236,6236
I wondered had he left yet.,1,8258,8258
Which picture of Bill did you put on his desk?,1,7603,7603
We asked him never to try to call us again.,1,4488,4488
The proposal did be endorsed by Clinton.,0,4472,4472
Doug blew the building up.,1,5586,5586
I asked who saw what.,1,8413,8413
This is a hat which I'm going to see that my wife buys.,1,1199,1199
Calvin will could eat the beef waffles.,0,6008,6008
I met the critic whose remarks I wanted to object to.,1,4896,4896
Who seemed to have left first?,1,8092,8092
None of his customary excuses suffices Edgar now.,1,4205,4205
The hardest that I ever knew a man who said that it had snowed was last January 12th.,0,1708,1708
Bill has been dancing.,1,5981,5981
Anson believed to be happy.,0,8531,8531
He's such a tall man that doors are dangerous to him.,1,5478,5478
Jane and Elizabeth were both at home.,1,6811,6811
Kim jogs on the hill.,1,3909,3909
This hat I believe that he was wearing.,1,1676,1676
That Sam didn't pick those packages up is possible which are to be mailed tomorrow.,0,1462,1462
the girls likes yourselves.,0,7528,7528
The architect selected a house for the couple.,1,2269,2269
This violin is tough to play sonatas on.,1,1813,1813
"Poseidon was asleep, when the executioner arrived.",1,7917,7917
John put the book on the table with a pair of tongs.,1,5898,5898
"Susan whispered ""Shut up"" at them.",1,3057,3057
Barbara handed the results to Alan on Tuesday.,1,6641,6641
The bears sniff,1,8159,8159
Gilgamesh hasn't kissed Ishtar.,1,8544,8544
Kiss pigs is my happiest memory,0,7751,7751
Howard is a linguistics student.,1,5828,5828
Susan kissed the clown's nose.,1,5745,5745
I sent money to Mary.,1,7690,7690
Only the best students would he give this book.,0,6852,6852
Jessica sprayed paint over the table.,1,2593,2593
"Although no one else believes it, Harry believes that Sally is innocent.",1,1585,1585
John talked to every woman who came up to him.,1,6393,6393
He is not finishing.,1,5327,5327
That the defendant had been rude was stoutly denied by his lawyer.,1,1196,1196
He will keep up with their expectations.,1,4712,4712
They praised them as volunteers.,1,3016,3016
For Maurice to quarrel with Joel frightened Maggie.,1,5866,5866
"Mary sent Bill a book,….",1,7494,7494
I didn't find any bugs in my bed.,1,4596,4596
Jill gave the ball towards Bob.,0,2051,2051
They spoil their kids rotten.,1,3782,3782
Vera is knitting in the lounge.,1,6654,6654
The middle class will benefit from the new tax laws.,1,2416,2416
The ball kicked a man.,1,3427,3427
Only to the best students would he give this book.,1,6851,6851
She her will put a picture of Bill on your desk before tomorrow.,0,7139,7139
Fruit dropped from the tree.,1,535,535
The place which I live at is the place where Route 150 crosses the Hudson River.,0,1387,1387
Mickey looked the reference up.,1,437,437
I've never seen a man taller than my mother.,1,5334,5334
Edward usually remembered to send a copy of his e-mail to himself.,1,4132,4132
I've never seen you ate asparagus.,0,5838,5838
John came from Seoul.,1,3662,3662
I sent the package to the Antarctic.,1,2039,2039
Smith loaned and his widow later donated a valuable collection of manuscripts to the library.,1,7179,7179
"In the book, he talks about his ups and downs at school.",1,4138,4138
I polished the vase which was from India up.,0,1112,1112
We believed there to be a fountain in the park.,1,4320,4320
Which pictures of himself did Chris like?,1,6321,6321
They are dancing.,1,5627,5627
$5 will buy you a ticket.,1,2411,2411
Alex was eating the popsicle.,1,5984,5984
Having read of Shakespeare satisfied me,0,7798,7798
She believed never his story.,0,4383,4383
They are readable of the paper.,0,7409,7409
Brown equipped a camera at Jones.,0,2736,2736
Where did you put the book?,1,3622,3622
John seemed a fool.,1,3944,3944
We consider the men all totally crazy.,1,713,713
"We don't have potatoes, or at least not enough.",1,5208,5208
Could it be more detrimental?,1,3746,3746
A flowering plant is on the windowsill.,1,2443,2443
I explained that we should fix the sink.,1,434,434
John kisses often Mary.,0,352,352
Mary prefers that Bill will come.,0,7449,7449
"Mary will believe Susan, and you will Bob.",1,374,374
"He can't pay taxes, can he?",1,330,330
I worked on Sunday in the city on that project without a break.,1,7692,7692
What I believe that he was wearing is this hat.,1,1674,1674
The book cost John $10.,1,732,732
"Before you make any plans, consult the secretary.",1,5204,5204
Talked with Bill about the exam.,0,3986,3986
Fruit dropped from the tree from the clouds.,0,536,536
That Jason had arrived was obvious infuriated Medea.,0,8315,8315
There is enough of the bread left to have tomorrow.,1,5381,5381
Jake shipped the box towards Carson.,0,2022,2022
Jack eats more caviar than he sleeps.,0,5339,5339
Heidi believes any description of herself.,1,5766,5766
I would prefer for John to be the candidate.,1,508,508
The defendant denied the accusation.,1,3877,3877
The statue stood on the pedestal.,1,2191,2191
What do you think the man who is standing by the door is doing now?,1,3629,3629
Can I keep the screwdriver just like a carpenter keep the screwdriver?,1,8089,8089
Steve pelted acorns to Anna.,0,2790,2790
Maxwell isn't the doctor that his father was.,1,1687,1687
Never will I do syntax again.,1,7885,7885
Who loves whom?,1,6200,6200
I saw the student of physics with long hair.,1,7391,7391
much armchair is needed.,0,3464,3464
"Them, they can't stand each other.",1,1859,1859
John expected to win.,1,486,486
He looked up the number.,1,7742,7742
It seems that John is honest.,1,4266,4266
I sent Bill money to Mary to Sam.,0,7691,7691
It was the director that I think she said she wants to meet.,1,5144,5144
"Every cat doesn't like mice, for example Felix doesn't.",1,6506,6506
The mother of the boy and the girl is arriving soon.,1,3609,3609
Why can't the man who usually cuts the grass do so today?,1,1611,1611
"The more people arrive, the louder that it gets.",1,213,213
Betsy loves herself in blue leather.,1,5620,5620
Jane Fairfax seemed upset.,1,6692,6692
Cat ate the spider.,0,5657,5657
I have a feeling that Arch will show up.,1,1234,1234
I think that learning English is not all that easy.,1,3563,3563
John slipped in front of everyone who was there.,1,6482,6482
Brutus murdered Julius Caesar with a dagger.,1,3194,3194
"That piano, which the boy's playing loudly drove everyone crazy, was badly out of tune.",0,1439,1439
They have no information.,1,3530,3530
I throw you a lifeline and you giggle.,1,2088,2088
"Although he likes cabbage too, Fred likes eggplants.",1,937,937
Is this teacher a genius?,1,3744,3744
Genie intoned the prayer,1,8306,8306
Any bird flies.,1,6426,6426
John did not write books.,1,348,348
Sylvia squirmed.,1,3358,3358
The scandal was talked about for days.,1,4675,4675
Who do you think that believes John to be innocent?,0,421,421
Lucy seems to have been mugged.,1,6213,6213
Ten years be a long time to spend in prison.,1,4230,4230
This girl in the red coat will put a picture of Bill it on your desk before tomorrow.,0,7129,7129
Faustina sprayed the lilies.,1,2244,2244
"Sally might be pregnant, and I believe that Sheila definitely is pregnant.",1,1728,1728
What what I ate cost almost broke me.,0,1129,1129
This needs mending the shoe.,0,4862,4862
The sidewalk is straddled by the fence.,1,563,563
The policeman kissed the puppy.,1,6102,6102
Bill and Mary washed himself.,0,1961,1961
Bill's reading Shakespeare and Maureen's singing Schubert satisfies me,0,7892,7892
That tall woman chased a cat.,1,3673,3673
"Any female tiger has orange fur, marked with black stripes.",1,6424,6424
"Tom will force you to marry no student, and neither will I.",1,1974,1974
Runaway cats spot easily.,0,2984,2984
Doug removed the scratches out of the drawer.,0,2619,2619
Fred gave the ball behind Molly.,0,2044,2044
The tuna had been being eaten.,1,6073,6073
Mary confidently answered any objections.,1,6417,6417
I thought she is pregnant,0,8391,8391
That the march should go ahead and that it should be cancelled have been argued by different people at different times.,1,3807,3807
There's everything Mary had asked for in this store.,1,6466,6466
John seems will win.,0,397,397
"As it rains harder, how much faster a flow appears in the river?",1,125,125
John made a fool of himself in front of anyone who was there.,1,6479,6479
Sarah sang a ballad.,1,2473,2473
John talked to any politician who is powerful.,1,6415,6415
"John left his office at 11 and at 12, the library.",1,7098,7098
John knows whether she will come back.,1,7245,7245
He thought that Dracula was the Prince of Darkness.,1,8062,8062
Brown equipped Jones with a camera.,1,2733,2733
Kim depends on Sandy.,1,3914,3914
Bill cooked the rice.,1,7676,7676
The king banished at the general from the army.,0,2627,2627
The magician vanished a rabbit into thin air.,0,3351,3351
The roses bloomed.,1,3272,3272
"We are open Saturdays, any national holiday, and on alternate.",1,7024,7024
Mary didn't see almost every flower.,0,6452,6452
Cynthia munched at peaches.,0,3121,3121
The rock was too heavy for me to pick up.,1,1787,1787
They praised the volunteers' dedication.,1,2369,2369
That that for Herschel to throw a fit would confuse the guards was obvious is not true.,1,1475,1475
The spaceship revolves the earth.,0,2259,2259
Kim is eager to please.,1,5014,5014
Shannon sent Dan an email.,1,5909,5909
This knife cut the bread.,1,2226,2226
The men arrived all.,0,716,716
Gilgamesh doesn't ate the honey,0,7911,7911
Every man lifted a table.,1,1050,1050
Jason intended for PRO to learn magic.,0,8126,8126
Gwen exchanged the dress for a shirt.,1,2754,2754
Tom knows it and Dick knows it and Harry knows it.,1,1548,1548
Did you notice of which difficulties she made light?,0,1398,1398
The wizard turned the beetle into beer with a wave of his wand,1,8371,8371
Will can he do it?,0,7934,7934
Bill went to London on Monday.,1,6882,6882
The strong winds slowly cleared the clouds from the sky.,1,2634,2634
I have eaten my hat already,1,8218,8218
Here's the whisky which I went to the store and Mike bought.,1,1277,1277
Oliver ascribed his longevity there.,0,3973,3973
That that the world is round is obvious upset Hermes.,0,8202,8202
The foxes seem compatible with the chickens.,1,4020,4020
I blew up the building.,1,6224,6224
In which box did he put the book?,1,4798,4798
To train his horse would be desirable.,1,4070,4070
"Fluffy is sick, which that no one here realizes is certain.",0,1662,1662
the enemy's destroying the city was horrific.,1,837,837
Hasn't Henri studied for his exam?,1,7461,7461
John is eager to examine.,0,5023,5023
"José ate cabbage, and Holly has too.",1,846,846
Calvin could will eat the beef waffles.,0,6007,6007
Among the guests were sitting my friend Louise.,0,3856,3856
I resigned because Mary hired someone.,1,365,365
Some gifts get used a dozen or so times a year.,1,6971,6971
John convinced it to be obvious that Bill left.,0,7673,7673
Leigh swaddled the baby with blankets.,1,2607,2607
The TA who graded him says that John did really well.,1,7513,7513
Lee will not leave.,1,4502,4502
The writer is that gets you so involved.,0,5112,5112
"They said that Tom would pay up, and pay up that he did is well-known.",0,1743,1743
Gilgamesh never has flown a dragon.,0,8276,8276
Norman Lemming jumped off the cliff and so did William Lemming.,1,6865,6865
Kim gave a dollar to Bobbie and a dime into his pocket.,0,7106,7106
I put on the table.,0,2546,2546
Mary is taller than six feet.,1,5344,5344
The men were struck by the idea as nonsense.,0,739,739
Bill alleged that Fred signed the check.,1,4084,4084
Two drops sanitize anything in your house.,0,4155,4155
This hammer won't break the window.,1,2236,2236
Bill claims John believes Mary thinks Tom is honest.,1,3675,3675
I have might be flying helicopters.,0,7922,7922
This girl in the red coat or you will put a picture of Bill on your desk before tomorrow.,1,7157,7157
John fed rice to the baby.,1,617,617
You will put a picture of Bill on your desk before tomorrow.,1,7156,7156
Sarah devoured the cakes in the kitchen last night.,1,6689,6689
Where are you living?,1,7841,7841
My mother bore me in 1970.,0,4657,4657
What Medea believed was Jason to be a murderer.,0,8121,8121
She knocked himself on the head with a zucchini.,0,5576,5576
"Although Mag doesn't eggplants, Sally eats cabbage.",0,917,917
Bill offered Mary everything he had cooked for dinner.,1,6474,6474
John will to kick the ball.,0,4416,4416
Amanda carried the package to New York.,1,2691,2691
Those books slide across the table easily.,1,2681,2681
What are you studying nowadays?,1,4512,4512
Is it possible for everyone to to pledge $1000?,1,6493,6493
It is eager to please John.,0,5005,5005
John knows whose book Mary bought and Tom borrowed from her.,1,4806,4806
John heard that they criticized each other.,0,7547,7547
That barn has seven pine trees behind the cow.,0,1886,1886
It's the second Monday that we get back from Easter holiday.,1,5083,5083
"If I can, I will work on it.",1,1605,1605
"The more John meets geniuses, the angrier he gets.",0,192,192
"He seems to become more corrupt, as every senator talks to more lobbyists.",0,285,285
That's who I played with over Christmas.,1,5101,5101
John's bike got fixed or got stolen.,1,4733,4733
"Although I don't know which book Sam did, I do know which book Sally read.",0,918,918
Anson demonized David at the club.,1,8453,8453
This is the paper that we really need to find the linguist who understands.,1,4972,4972
The experts attributed Raphael this picture.,0,6839,6839
I wanted if he should leave.,0,6042,6042
The collaborators escaped the convict.,0,3369,3369
I broke those twigs and branches apart.,1,2901,2901
The monkeys kept forgetting their lines.,1,4004,4004
That bottle of water might.,1,8082,8082
The students and Professor Swansong is meeting in the park.,0,7084,7084
"Lilly decided eating cabbage, to be.",0,883,883
Michelle kept the papers under the desk.,1,2767,2767
What the gentleman seemed to be asking is how policy would have differed.,1,5092,5092
We told Tom that he should consult an accountant.,1,4039,4039
These ones are to be smuggled from Hungary.,1,7943,7943
Having read Shakespeare satisfied me,1,8180,8180
Ellen talked for Helen to come.,0,3067,3067
John and Mary will play with Henry and with Sue.,1,7171,7171
Water fills the tub.,1,559,559
Mary would solve the problem.,1,4392,4392
Who do you regret that you saw?,1,6528,6528
John took Bill to be a fool.,1,636,636
Brown equipped a camera near Jones.,0,2734,2734
The jeweller decorated the ring.,1,2926,2926
We called up every man whose father and whose mother had played on the team.,1,7046,7046
The army destroyed the palace.,1,6327,6327
John gave a book to the student.,1,3787,3787
I consider there a man in that garden.,0,816,816
Sally eats caviar more than I had expected.,1,5366,5366
Any man didn't eat dinner.,1,6432,6432
Every who read anything passed.,1,6500,6500
Dulles suspected everyone who Angleton did.,1,914,914
for discussion of the same phenomenon in Russian.,1,2222,2222
"We gave every senator enough opportunity and, sure enough, he succumbed to corruption.",0,272,272
What Mary prefers is her ice cream in a cone.,1,7584,7584
A job offered to her.,0,2730,2730
The in loved peanut butter cookies.,0,5643,5643
Kim is easy to please.,1,5013,5013
Ellen warned Helen that melons were selling.,1,3091,3091
He did not leave.,1,3574,3574
The pictures of Bill she put on your desk.,1,7595,7595
I had hoped that it was true that Rosa Luxemburg had actually defected to Iceland for many years.,1,6582,6582
The mouse jumped out.,1,6664,6664
I must eat macaroni.,1,8523,8523
John talked to every woman.,1,6396,6396
Who do you think that has given the tickets to Bill?,0,4856,4856
"John could bake something, but I'm not sure what.",1,6298,6298
The garden flowered with roses.,1,3299,3299
There was a yellow collar on the dog which the car injured.,1,1905,1905
Cynthia lunched.,1,3114,3114
Reggie did not chase the ball.,1,6031,6031
Shakespeare wrote his plays a long time ago.,1,3790,3790
Columbus believed that the earth was round.,1,2434,2434
"Who had Poseidon run away, because the executioner murdered?",0,8416,8416
Jean was given a prize.,1,7012,7012
He was talkative and a bully.,1,6548,6548
Bill seems to himself to be handsome.,1,1064,1064
The computer will calculate the value of the variable.,1,6701,6701
